film,oseba,vloga,mesto
2465146,473,I,2
2465146,3606106,I,3
2465146,661755,I,4
2465146,1661,R,1
2465578,72768,I,1
2465578,5767201,I,2
2465578,116254,I,3
2465578,5767202,I,4
2465578,899501,R,1
2467046,115,I,1
2467046,670,I,2
2467046,2216125,I,3
2467046,614877,I,4
2467046,2184,R,1
2468774,1045684,I,1
2468774,3852138,I,2
2468774,7890339,I,3
2468774,1067552,I,4
2468774,3468066,R,1
2471640,5384553,I,1
2471640,1832249,I,2
2471640,1753443,I,3
2471640,1698609,I,4
2471640,3809021,R,1
2473510,3042235,I,1
2473510,1787921,I,2
2473510,6386497,I,3
2473510,2872012,I,4
2473510,687427,R,1
2473602,1569276,I,1
2473602,1734700,I,2
2473602,101,I,3
2473602,205626,I,4
2473602,853238,R,1
2473682,5594209,I,1
2473682,246612,I,2
2473682,4493176,I,3
2473682,762121,I,4
2473682,484907,R,1
2473794,1758,I,1
2473794,422234,I,2
2473794,40709,I,3
2473794,47392,I,4
2473794,5139,R,1
2474024,447695,I,1
2474024,2921091,I,2
2474024,7139651,I,3
2474024,7139652,I,4
2474024,481418,R,1
2474958,396558,I,1
2474958,6808169,I,2
2474958,179479,I,3
2474958,2415436,I,4
2474958,2787176,R,1
2474976,1152798,I,1
2474976,636942,I,2
2474976,568385,I,3
2474976,806968,I,4
2474976,2379028,R,1
2479478,1191,I,1
2479478,187719,I,2
2479478,306201,I,3
2479478,1210124,I,4
2479478,178997,R,1
2479800,731075,I,1
2479800,290556,I,2
2479800,5451410,I,3
2479800,4534201,I,4
2479800,178886,R,1
2481480,685856,I,1
2481480,3616206,I,2
2481480,412,I,3
2481480,5380,I,4
2481480,208343,R,1
2481498,2934314,I,1
2481498,1374980,I,2
2481498,1494168,I,3
2481498,7413281,I,4
2481498,75666,R,1
2486678,947338,I,1
2486678,2966102,I,2
2486678,1880888,I,3
2486678,933727,I,4
2486678,505741,R,1
2488496,5397459,I,1
2488496,3915784,I,2
2488496,1209966,I,3
2488496,1727304,I,4
2488496,9190,R,1
2490326,704,I,1
2490326,933988,I,2
2490326,683467,I,3
2490326,1442113,I,4
2490326,5732579,R,1
2490326,5722382,R,2
2493486,654110,I,1
2493486,151,I,2
2493486,377336,I,3
2493486,1818216,I,4
2493486,1589546,R,1
2494280,933940,I,1
2494280,1159180,I,2
2494280,197647,I,3
2494280,2395937,I,4
2494280,138620,R,1
2494362,621,I,1
2494362,933940,I,2
2494362,289142,I,3
2494362,420955,I,4
2494362,951975,R,1
2495118,938893,I,1
2495118,1239735,I,2
2495118,150952,I,3
2495118,874676,I,4
2495118,946875,R,1
2499472,342029,I,1
2499472,1151714,I,2
2499472,1019920,I,3
2499472,177396,I,4
2499472,1362570,R,1
2503154,1750524,I,1
2503154,2992079,I,2
2503154,1995781,I,3
2503154,2385935,I,4
2503154,3628670,R,1
2503944,177896,I,1
2503944,1092227,I,2
2503944,117709,I,3
2503944,1249052,I,4
2503944,920274,R,1
2505294,1429380,I,1
2505294,353243,I,2
2505294,2952467,I,3
2505294,1598,I,4
2505294,122335,R,1
2509850,424,I,1
2509850,2036197,I,2
2509850,4690786,I,3
2509850,334027,I,4
2509850,492909,R,1
2510434,2081916,I,1
2510434,3490055,I,2
2510434,3734793,I,3
2510434,163510,I,4
2510434,2552646,R,1
2510894,1191,I,1
2510894,1676221,I,2
2510894,1411125,I,3
2510894,416673,I,4
2510894,850733,R,1
2511428,1404408,I,1
2511428,3425494,I,2
2511428,1334869,I,3
2511428,4706451,I,4
2511428,2309735,R,1
2513074,7153679,I,1
2513074,1330560,I,2
2513074,3594330,I,3
2513074,497853,I,4
2513074,487,R,1
2515030,1125,I,1
2515030,1242688,I,2
2515030,1726555,I,3
2515030,1227232,I,4
2515030,224331,R,1
2515034,576,I,1
2515034,252961,I,2
2515034,872910,I,3
2515034,849,I,4
2515034,603628,R,1
2517658,1140344,I,1
2517658,2063982,I,2
2517658,4142492,I,3
2517658,5534085,I,4
2517658,2830839,R,1
2524674,3231562,I,1
2524674,2556155,I,2
2524674,4170693,I,3
2524674,888,I,4
2524674,1177494,R,1
2527186,3453460,I,1
2527186,2483129,I,2
2527186,39958,I,3
2527186,2005850,I,4
2527186,1031246,R,1
2527186,1032754,R,2
2527336,5397459,I,1
2527336,3915784,I,2
2527336,434,I,3
2527336,402,I,4
2527336,426059,R,1
2527338,5397459,I,1
2527338,3915784,I,2
2527338,1209966,I,3
2527338,3485845,I,4
2527338,9190,R,1
2528814,2436499,I,1
2528814,1757,I,2
2528814,924684,I,3
2528814,1002,I,4
2528814,1880561,R,1
2531344,5182,I,1
2531344,1078479,I,2
2531344,54697,I,3
2531344,1105980,I,4
2531344,134224,R,1
2535470,1052026,I,1
2535470,3658287,I,2
2535470,3278698,I,3
2535470,13075,I,4
2535470,3737504,R,1
2537176,4728487,I,1
2537176,9424,I,2
2537176,3941379,I,3
2537176,1197031,I,4
2537176,3458,R,1
2543164,10736,I,1
2543164,719637,I,2
2543164,1845,I,3
2543164,836121,I,4
2543164,898288,R,1
2543472,5016878,I,1
2543472,5562,I,2
2543472,4207679,I,3
2543472,210,I,4
2543472,154716,R,1
2544766,483576,I,1
2544766,4703125,I,2
2544766,40038,I,3
2544766,507958,I,4
2544766,4152,R,1
2547584,1055413,I,1
2547584,2539953,I,2
2547584,1838,I,3
2547584,6931628,I,4
2547584,161834,R,1
2548208,2155525,I,1
2548208,579,I,2
2548208,2064,I,3
2548208,920038,I,4
2548208,1378747,R,1
2548396,1813221,I,1
2548396,654648,I,2
2548396,117709,I,3
2548396,651159,I,4
2548396,1564809,R,1
2554274,1985859,I,1
2554274,1567113,I,2
2554274,1089991,I,3
2554274,402271,I,4
2554274,868219,R,1
2555736,1132,I,1
2555736,1749,I,2
2555736,631490,I,3
2555736,2353862,I,4
2555736,6960,R,1
2555958,15001,I,1
2555958,1951127,I,2
2555958,1521381,I,3
2555958,3966456,I,4
2555958,3315387,R,1
2556308,474774,I,1
2556308,3848064,I,2
2556308,4687953,I,3
2556308,2670109,I,4
2556308,1436693,R,1
2557478,3915784,I,1
2557478,2207222,I,2
2557478,8314228,I,3
2557478,1218607,I,4
2557478,215299,R,1
2557490,532235,I,1
2557490,234,I,2
2557490,553,I,3
2557490,1086543,I,4
2557490,532235,R,1
2561546,1789970,I,1
2561546,1021,I,2
2561546,26364,I,3
2561546,2506621,I,4
2561546,4234,R,1
2561572,2071,I,1
2561572,366389,I,2
2561572,1555340,I,3
2561572,1939267,I,4
2561572,1000113,R,1
2562232,474,I,1
2562232,302108,I,2
2562232,1570,I,3
2562232,2057859,I,4
2562232,327944,R,1
2567026,1985859,I,1
2567026,136,I,2
2567026,307,I,3
2567026,4266,I,4
2567026,90386,R,1
2567712,1925239,I,1
2567712,578853,I,2
2567712,1670029,I,3
2567712,819874,I,4
2567712,533284,R,1
2568862,323,I,1
2568862,273,I,2
2568862,268,I,3
2568862,369,I,4
2568862,103785,R,1
2570858,461746,I,1
2570858,842737,I,2
2570858,4786698,I,3
2570858,1846447,I,4
2570858,3270827,R,1
2571140,474774,I,1
2571140,3109407,I,2
2571140,149822,I,3
2571140,747172,I,4
2571140,3051114,R,1
2574698,3828984,I,1
2574698,1819083,I,2
2574698,1231899,I,3
2574698,451234,I,4
2574698,1804614,R,1
2576852,1631269,I,1
2576852,1001,I,2
2576852,5460,I,3
2576852,5188,I,4
2576852,847223,R,1
2577172,3196681,I,1
2577172,4348240,I,2
2577172,2282835,I,3
2577172,3547199,I,4
2577172,1394062,R,1
2577172,2033655,R,2
2580382,564901,I,1
2580382,5301405,I,2
2580382,288260,I,3
2580382,1245691,I,4
2580382,2850285,R,1
2581244,2201555,I,1
2581244,2851530,I,2
2581244,604,I,3
2581244,788340,I,4
2581244,1337885,R,1
2582496,3287038,I,1
2582496,5518972,I,2
2582496,4972453,I,3
2582496,644406,I,4
2582496,4234,R,1
2582498,1256532,I,1
2582498,3571592,I,2
2582498,1782299,I,3
2582498,1679669,I,4
2582498,5590177,R,1
2582500,915208,I,1
2582500,6390427,I,2
2582500,5016878,I,3
2582500,1624,I,4
2582500,1879225,R,1
2582502,128,I,1
2582502,1086543,I,2
2582502,666739,I,3
2582502,1208167,I,4
2582502,610831,R,1
2582576,396558,I,1
2582576,1334869,I,2
2582576,147147,I,3
2582576,1412974,I,4
2582576,2036500,R,1
2582782,1517976,I,1
2582782,4936,I,2
2582782,313,I,3
2582782,83655,I,4
2582782,533284,R,1
2582802,1886602,I,1
2582802,799777,I,2
2582802,2552034,I,3
2582802,1663,I,4
2582802,3227090,R,1
2582846,940362,I,1
2582846,5052065,I,2
2582846,1822659,I,3
2582846,368,I,4
2582846,1837748,R,1
2584384,9877392,I,1
2584384,5057169,I,2
2584384,424060,I,3
2584384,169806,I,4
2584384,169806,R,1
2591814,997115,I,1
2591814,2573928,I,2
2591814,386249,I,3
2591814,5700729,I,4
2591814,1396121,R,1
2592614,170,I,1
2592614,322513,I,2
2592614,5123,I,3
2592614,731575,I,4
2592614,27271,R,1
2597768,1834115,I,1
2597768,666739,I,2
2597768,226813,I,3
2597768,2222175,I,4
2597768,923738,R,1
2597892,3733763,I,1
2597892,3006818,I,2
2597892,2506621,I,3
2597892,446672,I,4
2597892,1160962,R,1
2597892,1413364,R,2
2599716,329,I,1
2599716,1091782,I,2
2599716,1320897,I,3
2599716,5088245,I,4
2599716,227625,R,1
2608224,1833525,I,1
2608224,2415920,I,2
2608224,1920131,I,3
2608224,4198135,I,4
2608224,258784,R,1
2610768,2201881,I,1
2610768,1759326,I,2
2610768,5460472,I,3
2610768,1866281,I,4
2610768,2204103,R,1
2614684,1925239,I,1
2614684,2730580,I,2
2614684,365317,I,3
2614684,691586,I,4
2614684,1312919,R,1
2617676,897201,I,1
2617676,3898762,I,2
2617676,1962272,I,3
2617676,766470,I,4
2617676,1777967,R,1
2617828,1269047,I,1
2617828,726262,I,2
2617828,96965,I,3
2617828,778348,I,4
2617828,479810,R,1
2620590,1151,I,1
2620590,666,I,2
2620590,5307635,I,3
2620590,7149890,I,4
2620590,2376614,R,1
2620590,2377660,R,2
2621000,451174,I,1
2621000,1182255,I,2
2621000,1224082,I,3
2621000,795661,I,4
2621000,1378015,R,1
2624412,245,I,1
2624412,4539692,I,2
2624412,834,I,3
2624412,644022,I,4
2624412,1996918,R,1
2625030,497631,I,1
2625030,158856,I,2
2625030,1058565,I,3
2625030,3663864,I,4
2625030,4219902,R,1
2625810,680983,I,1
2625810,939697,I,2
2625810,1540404,I,3
2625810,719678,I,4
2625810,5390,R,1
2626350,4554428,I,1
2626350,263759,I,2
2626350,1782560,I,3
2626350,2298016,I,4
2626350,2586324,R,1
2631186,1659141,I,1
2631186,2281292,I,2
2631186,471447,I,3
2631186,766470,I,4
2631186,1442514,R,1
2637276,242,I,1
2637276,532235,I,2
2637276,1086543,I,3
2637276,1274797,I,4
2637276,532235,R,1
2637294,1117791,I,1
2637294,732497,I,2
2637294,241173,I,3
2637294,4395,I,4
2637294,684336,R,1
2638144,1658935,I,1
2638144,1527905,I,2
2638144,763928,I,3
2638144,2258164,I,4
2638144,67457,R,1
2639254,701,I,1
2639254,614,I,2
2639254,1804,I,3
2639254,774386,I,4
2639254,614,R,1
2639336,1376,I,1
2639336,1631269,I,2
2639336,2140860,I,3
2639336,675110,I,4
2639336,1403,R,1
2639344,1475,I,1
2639344,547,I,2
2639344,673,I,3
2639344,2253071,I,4
2639344,755158,R,1
2649554,788335,I,1
2649554,249291,I,2
2649554,379,I,3
2649554,3485845,I,4
2649554,2158772,R,1
2650978,727165,I,1
2650978,604349,I,2
2650978,3559009,I,3
2650978,4752229,I,4
2650978,698283,R,1
2652092,702,I,1
2652092,643668,I,2
2652092,1563346,I,3
2652092,2897500,I,4
2652092,265852,R,1
2652118,947447,I,1
2652118,706,I,2
2652118,1484270,I,3
2652118,6812060,I,4
2652118,950759,R,1
2659414,2440627,I,1
2659414,5493512,I,2
2659414,1367681,I,3
2659414,3362169,I,4
2659414,1085908,R,1
2660888,1517976,I,1
2660888,704270,I,2
2660888,881631,I,3
2660888,757855,I,4
2660888,510912,R,1
2667380,511892,I,1
2667380,3948952,I,2
2667380,2916966,I,3
2667380,4707183,I,4
2667380,2684095,R,1
2668134,1066974,I,1
2668134,1365209,I,2
2668134,5038813,I,3
2668134,299210,I,4
2668134,32925,R,1
2669336,1263939,I,1
2669336,641610,I,2
2669336,3122871,I,3
2669336,722636,I,4
2669336,1783713,R,1
2671706,243,I,1
2671706,205626,I,2
2671706,376610,I,3
2671706,5381254,I,4
2671706,243,R,1
2674358,941777,I,1
2674358,3843467,I,2
2674358,1395602,I,3
2674358,484541,I,4
2674358,609236,R,1
2674426,3592338,I,1
2674426,3510471,I,2
2674426,5216,I,3
2674426,1097,I,4
2674426,4824763,R,1
2674430,835016,I,1
2674430,5561,I,2
2674430,5125,I,3
2674430,509264,I,4
2674430,5457825,R,1
2674454,4051,I,1
2674454,1669,I,2
2674454,805476,I,3
2674454,905554,I,4
2674454,855300,R,1
2675914,1745,I,1
2675914,4486,I,2
2675914,1914298,I,3
2675914,1939580,I,4
2675914,596407,R,1
2678948,482320,I,1
2678948,897201,I,2
2678948,2570245,I,3
2678948,3164292,I,4
2678948,6211307,R,1
2679042,1670029,I,1
2679042,3799669,I,2
2679042,704270,I,3
2679042,1354,I,4
2679042,5507490,R,1
2679552,112,I,1
2679552,58029,I,2
2679552,8449717,I,3
2679552,5346194,I,4
2679552,601382,R,1
2690138,85312,I,1
2690138,5188,I,2
2690138,1063517,I,3
2690138,1787,I,4
2690138,2361949,R,1
2690138,666871,R,2
2692250,1774,I,1
2692250,245,I,2
2692250,5562,I,3
2692250,1813,I,4
2692250,506613,R,1
2692904,362766,I,1
2692904,1469236,I,2
2692904,2235721,I,3
2692904,778831,I,4
2692904,1140275,R,1
2693664,396558,I,1
2693664,2240346,I,2
2693664,788335,I,3
2693664,1102577,I,4
2693664,658823,R,1
2702724,565250,I,1
2702724,68338,I,2
2702724,227759,I,3
2702724,3993221,I,4
2702724,1229520,R,1
2704998,867,I,1
2704998,1046097,I,2
2704998,151419,I,3
2704998,1279721,I,4
2704998,197855,R,1
2704998,326246,R,2
2707858,2582755,I,1
2707858,302916,I,2
2707858,3114649,I,3
2707858,1357722,I,4
2707858,504267,R,1
2709692,1212722,I,1
2709692,7372981,I,2
2709692,429069,I,3
2709692,1214289,I,4
2709692,155528,R,1
2709692,608714,R,2
2709768,127373,I,1
2709768,832314,I,2
2709768,366389,I,3
2709768,1128572,I,4
2709768,719208,R,1
2709768,155528,R,2
2713180,93,I,1
2713180,479471,I,2
2713180,503567,I,3
2713180,671567,I,4
2713180,43742,R,1
2717822,1165110,I,1
2717822,205626,I,2
2717822,2325018,I,3
2717822,910966,I,4
2717822,520,R,1
2717860,3510471,I,1
2717860,1796057,I,2
2717860,3150488,I,3
2717860,3726887,I,4
2717860,771054,R,1
2718440,342488,I,1
2718440,579,I,2
2718440,1588066,I,3
2718440,1304386,I,4
2718440,5532666,R,1
2718492,474492,I,1
2718492,5531398,I,2
2718492,4221607,I,3
2718492,871827,I,4
2718492,667734,R,1
2719848,164809,I,1
2719848,7583273,I,2
2719848,942876,I,3
2719848,376540,I,4
2719848,466349,R,1
2720680,586568,I,1
2720680,1200692,I,2
2720680,604742,I,3
2720680,134642,I,4
2720680,506290,R,1
2725962,683253,I,1
2725962,855039,I,2
2725962,175262,I,3
2725962,587950,I,4
2725962,357725,R,1
2725962,420746,R,2
2726560,2207222,I,1
2726560,1429380,I,2
2726560,257,I,3
2726560,1658935,I,4
2726560,863387,R,1
2737050,182839,I,1
2737050,740090,I,2
2737050,1595165,I,3
2737050,2719128,I,4
2737050,201094,R,1
2737050,201095,R,2
2737304,113,I,1
2737304,5218990,I,2
2737304,518,I,3
2737304,5299,I,4
2737304,81540,R,1
2752200,4297691,I,1
2752200,656768,I,2
2752200,682692,I,3
2752200,3495707,I,4
2752200,654830,R,1
2752688,305558,I,1
2752688,91035,I,2
2752688,503059,I,3
2752688,82211,I,4
2752688,829537,R,1
2752758,1935292,I,1
2752758,1472917,I,2
2752758,27402,I,3
2752758,2244640,I,4
2752758,2366012,R,1
2752758,2419470,R,2
2752772,710447,I,1
2752772,815370,I,2
2752772,3625321,I,3
2752772,4524493,I,4
2752772,1164602,R,1
2756032,243233,I,1
2756032,5253,I,2
2756032,1101,I,3
2756032,6686435,I,4
2756032,1660595,R,1
2758880,82211,I,1
2758880,1489950,I,2
2758880,15130,I,3
2758880,3499207,I,4
2758880,149196,R,1
2762506,8152221,I,1
2762506,6203018,I,2
2762506,6320498,I,3
2762506,10076475,I,4
2762506,2289860,R,1
2762506,2207625,R,2
2763304,191,I,1
2763304,1971,I,2
2763304,1538,I,3
2763304,1015,I,4
2763304,965,R,1
2764784,396125,I,1
2764784,1665537,I,2
2764784,475365,I,3
2764784,2012595,I,4
2764784,678857,R,1
2771200,914612,I,1
2771200,1405398,I,2
2771200,1812656,I,3
2771200,1265802,I,4
2771200,174374,R,1
2771372,68338,I,1
2771372,230655,I,2
2771372,170186,I,3
2771372,1645313,I,4
2771372,859432,R,1
2776878,1886602,I,1
2776878,3872230,I,2
2776878,3771184,I,3
2776878,2020278,I,4
2776878,355699,R,1
2784512,1560493,I,1
2784512,2186682,I,2
2784512,4885949,I,3
2784512,2938448,I,4
2784512,1140290,R,1
2784678,1674,I,1
2784678,206257,I,2
2784678,5517,I,3
2784678,366389,I,4
2784678,1674,R,1
2784936,4778,I,1
2784936,1013318,I,2
2784936,817748,I,3
2784936,973648,I,4
2784936,678104,R,1
2785032,636942,I,1
2785032,493257,I,2
2785032,380632,I,3
2785032,2078666,I,4
2785032,493257,R,1
2788710,290556,I,1
2788710,736622,I,2
2788710,1320827,I,3
2788710,135221,I,4
2788710,1698571,R,1
2788710,736622,R,2
2788716,1325419,I,1
2788716,5188,I,2
2788716,4802,I,3
2788716,4747,I,4
2788716,686099,R,1
2788732,397171,I,1
2788732,602,I,2
2788732,4625502,I,3
2788732,4802218,I,4
2788732,1108007,R,1
2793490,3012273,I,1
2793490,298168,I,2
2793490,781913,I,3
2793490,4211652,I,4
2793490,1556116,R,1
2793490,1552637,R,2
2798920,204,I,1
2798920,492,I,2
2798920,1935086,I,3
2798920,938950,I,4
2798920,307497,R,1
2799166,3358233,I,1
2799166,118617,I,2
2799166,641354,I,3
2799166,3047195,I,4
2799166,505183,R,1
2800240,2010,I,1
2800240,490702,I,2
2800240,2987278,I,3
2800240,4150929,I,4
2800240,154385,R,1
2802136,1337,I,1
2802136,933940,I,2
2802136,4068901,I,3
2802136,5583008,I,4
2802136,122567,R,1
2802144,147,I,1
2802144,5473782,I,2
2802144,168,I,3
2802144,323,I,4
2802144,891216,R,1
2802154,148516,I,1
2802154,1956600,I,2
2802154,535295,I,3
2802154,1284690,I,4
2802154,1168657,R,1
2806788,4992002,I,1
2806788,3190972,I,2
2806788,3170495,I,3
2806788,5607349,I,4
2806788,1805326,R,1
2820852,4874,I,1
2820852,908094,I,2
2820852,425005,I,3
2820852,5458,I,4
2820852,1490123,R,1
2823054,1374980,I,1
2823054,2796745,I,2
2823054,447695,I,3
2823054,2201555,I,4
2823054,2021516,R,1
2828996,5541,I,1
2828996,5326,I,2
2828996,147825,I,3
2828996,40591,I,4
2828996,1639277,R,1
2832470,388473,I,1
2832470,2505635,I,2
2832470,771414,I,3
2832470,3202519,I,4
2832470,2482088,R,1
2837574,602,I,1
2837574,729,I,2
2837574,651,I,3
2837574,418,I,4
2837574,1108007,R,1
2844798,5625871,I,1
2844798,958192,I,2
2844798,2520336,I,3
2844798,862286,I,4
2844798,610960,R,1
2848292,447695,I,1
2848292,2313103,I,2
2848292,2794962,I,3
2848292,811242,I,4
2848292,6969,R,1
2852400,422640,I,1
2852400,1316170,I,2
2852400,955504,I,3
2852400,5667377,I,4
2852400,422605,R,1
2852406,4682935,I,1
2852406,5647588,I,2
2852406,5647594,I,3
2852406,5647582,I,4
2852406,9463,R,1
2852458,1731624,I,1
2852458,1043011,I,2
2852458,1253936,I,3
2852458,152571,I,4
2852458,347492,R,1
2854926,719637,I,1
2854926,1159180,I,2
2854926,2159926,I,3
2854926,358316,I,4
2854926,1762961,R,1
2855648,1303433,I,1
2855648,3668216,I,2
2855648,5637317,I,3
2855648,244865,I,4
2855648,1999473,R,1
2865120,852517,I,1
2865120,443286,I,2
2865120,911589,I,3
2865120,230,I,4
2865120,1083489,R,1
2865120,165995,R,2
2866360,2032150,I,1
2866360,827561,I,2
2866360,107183,I,3
2866360,1286,I,4
2866360,126096,R,1
2869728,1084,I,1
2869728,366389,I,2
2869728,1754366,I,3
2869728,973,I,4
2869728,1103162,R,1
2870612,917347,I,1
2870612,1133651,I,2
2870612,388064,I,3
2870612,2476624,I,4
2870612,235719,R,1
2870708,103785,I,1
2870708,1428821,I,2
2870708,3163952,I,3
2870708,5028,I,4
2870708,103785,R,1
2870756,147,I,1
2870756,1297015,I,2
2870756,1315,I,3
2870756,512934,I,4
2870756,95,R,1
2870808,1015262,I,1
2870808,1843026,I,2
2870808,111013,I,3
2870808,2829737,I,4
2870808,2573005,R,1
2872462,1950086,I,1
2872462,3860305,I,2
2872462,1699328,I,3
2872462,6201749,I,4
2872462,876,R,1
2872518,941777,I,1
2872518,818055,I,2
2872518,5210,I,3
2872518,593664,I,4
2872518,371955,R,1
2872718,350453,I,1
2872718,623,I,2
2872718,200,I,3
2872718,1981893,I,4
2872718,319659,R,1
2872732,424060,I,1
2872732,151,I,2
2872732,158856,I,3
2872732,906756,I,4
2872732,108,R,1
2872750,1017994,I,1
2872750,816950,I,2
2872750,229084,I,3
2872750,916432,I,4
2872750,123666,R,1
2872750,326450,R,2
2873282,2225369,I,1
2873282,249291,I,2
2873282,774386,I,3
2873282,1648,I,4
2873282,1349376,R,1
2877108,4043111,I,1
2877108,4195102,I,2
2877108,1099597,I,3
2877108,2132667,I,4
2877108,5650589,R,1
2882328,1178211,I,1
2882328,747172,I,2
2882328,1339267,I,3
2882328,1277547,I,4
2882328,440604,R,1
2883434,126,I,1
2883434,818055,I,2
2883434,1843026,I,3
2883434,1107001,I,4
2883434,82802,R,1
2883512,269463,I,1
2883512,375,I,2
2883512,424060,I,3
2883512,163,I,4
2883512,269463,R,1
2884018,1055413,I,1
2884018,182839,I,2
2884018,7752797,I,3
2884018,7752798,I,4
2884018,997291,R,1
2884206,685856,I,1
2884206,3081796,I,2
2884206,2793591,I,3
2884206,1779870,I,4
2884206,2648685,R,1
2885364,1773268,I,1
2885364,424684,I,2
2885364,6156090,I,3
2885364,802425,I,4
2885364,1281,R,1
2885364,8078611,R,2
2888046,947447,I,1
2888046,3237713,I,2
2888046,1018221,I,3
2888046,5512,I,4
2888046,948159,R,1
2891174,1940449,I,1
2891174,788335,I,2
2891174,368,I,3
2891174,317,I,4
2891174,1023919,R,1
2905772,1778124,I,1
2905772,1758682,I,2
2905772,1892960,I,3
2905772,3582302,I,4
2905772,1729447,R,1
2905838,4335,I,1
2905838,1229940,I,2
2905838,539497,I,3
2905838,219939,I,4
2905838,1893457,R,1
2908446,940362,I,1
2908446,5052065,I,2
2908446,3772243,I,3
2908446,701,I,4
2908446,777881,R,1
2908856,177,I,1
2908856,218,I,2
2908856,1749,I,3
2908856,6747483,I,4
2908856,395262,R,1
2910274,2809577,I,1
2910274,3821405,I,2
2910274,451,I,3
2910274,4460471,I,4
2910274,3521871,R,1
2910814,4154798,I,1
2910814,4972453,I,2
2910814,3354041,I,3
2910814,401,I,4
2910814,1827931,R,1
2910904,701,I,1
2910904,1114,I,2
2910904,2955013,I,3
2910904,915989,I,4
2910904,602104,R,1
2911666,206,I,1
2911666,638824,I,2
2911666,654295,I,3
2911666,353,I,4
2911666,821432,R,1
2911666,500610,R,2
2911668,140,I,1
2911668,3528539,I,2
2911668,4096851,I,3
2911668,2267063,I,4
2911668,1515266,R,1
2917388,836343,I,1
2917388,941777,I,2
2917388,477127,I,3
2917388,164,I,4
2917388,19242,R,1
2918436,1312575,I,1
2918436,243233,I,2
2918436,1404239,I,3
2918436,92961,I,4
2918436,312173,R,1
2920808,450,I,1
2920808,376716,I,2
2920808,420955,I,3
2920808,1806,I,4
2920808,805476,R,1
2923316,159789,I,1
2923316,4778,I,2
2923316,108287,I,3
2923316,1868102,I,4
2923316,3550361,R,1
2926068,4463,I,1
2926068,15459,I,2
2926068,3602118,I,3
2926068,3606487,I,4
2926068,1653460,R,1
2926810,2009674,I,1
2926810,638762,I,2
2926810,1440023,I,3
2926810,7970074,I,4
2926810,38896,R,1
2926810,1027986,R,2
2926810,95321,R,3
2926810,1486025,R,4
2926810,3043504,R,5
2926810,2376614,R,6
2926810,275244,R,7
2926810,1402202,R,8
2926810,1671995,R,9
2926810,2101710,R,10
2926810,1414810,R,11
2926810,3522076,R,12
2926810,2725627,R,13
2926810,1289234,R,14
2926810,554890,R,15
2926810,560277,R,16
2926810,8060038,R,17
2926810,2377660,R,18
2926810,1152178,R,19
2926810,1854288,R,20
2926810,622112,R,21
2926810,4055378,R,22
2926810,4142927,R,23
2926810,687739,R,24
2926810,707963,R,25
2926810,737442,R,26
2926810,3009132,R,27
2926810,3042028,R,28
2926810,3609341,R,29
2926810,3609300,R,30
2926810,1730404,R,31
2932536,601553,I,1
2932536,2322853,I,2
2932536,546,I,3
2932536,1404137,I,4
2932536,1266897,R,1
2933474,4091175,I,1
2933474,3107498,I,2
2933474,2055623,I,3
2933474,623085,I,4
2933474,294997,R,1
2933474,783536,R,2
2933544,473,I,1
2933544,151,I,2
2933544,633223,I,3
2933544,696387,I,4
2933544,518644,R,1
2935476,1659547,I,1
2935476,774386,I,2
2935476,790688,I,3
2935476,836432,I,4
2935476,899121,R,1
2935510,93,I,1
2935510,169,I,2
2935510,1550948,I,3
2935510,661,I,4
2935510,336695,R,1
2935564,241121,I,1
2935564,500976,I,2
2935564,2072818,I,3
2935564,235461,I,4
2935564,1473428,R,1
2937366,1431940,I,1
2937366,8336199,I,2
2937366,4395,I,3
2937366,6346864,I,4
2937366,185848,R,1
2937696,4296357,I,1
2937696,388382,I,2
2937696,4554428,I,3
2937696,3614913,I,4
2937696,500,R,1
2937898,1209966,I,1
2937898,1567113,I,2
2937898,654648,I,3
2937898,5273,I,4
2937898,1170855,R,1
2938956,4534098,I,1
2938956,5307742,I,2
2938956,829032,I,3
2938956,473814,I,4
2938956,216214,R,1
2944198,740371,I,1
2944198,1335291,I,2
2944198,132757,I,3
2944198,50156,I,4
2944198,531595,R,1
2948356,329481,I,1
2948356,867,I,2
2948356,252961,I,3
2948356,2809577,I,4
2948356,397174,R,1
2948356,601781,R,2
2948356,1158544,R,3
2948790,683253,I,1
2948790,2057036,I,2
2948790,560,I,3
2948790,5179,I,4
2948790,3087552,R,1
2952602,947447,I,1
2952602,1316170,I,2
2952602,947777,I,3
2952602,3138980,I,4
2952602,151125,R,1
2954474,279545,I,1
2954474,609845,I,2
2954474,1843026,I,3
2954474,1026,I,4
2954474,340436,R,1
2955316,1242939,I,1
2955316,3657043,I,2
2955316,1197737,I,3
2955316,253216,I,4
2955316,554880,R,1
2960930,20329,I,1
2960930,2238815,I,2
2960930,1536605,I,3
2960930,2837093,I,4
2960930,4017355,R,1
2962876,1588066,I,1
2962876,2353862,I,2
2962876,2368789,I,3
2962876,1598,I,4
2962876,920227,R,1
2965412,519043,I,1
2965412,2536,I,2
2965412,5236664,I,3
2965412,935721,I,4
2965412,1322753,R,1
2965466,3952890,I,1
2965466,2282254,I,2
2965466,831902,I,3
2965466,488493,I,4
2965466,1304669,R,1
2967006,176869,I,1
2967006,117339,I,2
2967006,1024311,I,3
2967006,1721217,I,4
2967006,935863,R,1
2967224,702,I,1
2967224,5527,I,2
