id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis
3421514,Supercondriaque,107,2014,6.0,,7100,,,"Romain Faubert is a 39 year old, single, medical photographer.. and a raging hypochondriac. His doctor and only friend Dr. Dimitri Zvenka, thinks he knows a cure for Romain: dating. But ..."
3442006,Cake,102,2014,6.4,49,33428,1873547,R,"Claire becomes fascinated by the suicide of a woman in her chronic pain support group while grappling with her own, very raw personal tragedy."
3442990,Lila & Eve,94,2015,5.8,45,7319,37934,R,"Two distraught mothers, whose children were gunned down in a drive-by, team up to avenge their deaths after local authorities fail to take action."
3447364,Detective Byomkesh Bakshy!,139,2015,7.6,,14556,579055,,"While investigating the disappearance of a chemist, a detective uncovers a larger conspiracy to unsettle Calcutta."
3449292,Manjhi: The Mountain Man,120,2015,8.0,,16496,,,"Using only a hammer and a chisel, a man spends twenty-two years carving a road through a treacherous mountain."
3450650,Paul Blart: Mall Cop 2,94,2015,4.4,13,31429,71038190,PG,"After six years of keeping our malls safe, Paul Blart has earned a well-deserved vacation. He heads to Las Vegas with his teenage daughter before she heads off to college. But safety never takes a holiday and when duty calls, Blart answers."
3450900,The Sea of Trees,110,2015,6.1,23,11825,20083,PG-13,A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.
3450958,Vojna za Planet opic,140,2017,7.4,82,207058,146880162,PG-13,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind."
3451230,High Strung,96,2016,6.4,48,7593,45255,PG,"When a hip hop violinist busking in the New York subway encounters a classical dancer on scholarship at the Manhattan Conservatory of the Arts, sparks fly. With the help of a hip hop dance ..."
3460252,Podlih osem,168,2015,7.8,68,456681,54117416,R,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
3461252,The Blue Elephant,170,2014,8.1,,23322,,,"The story of Dr. Yehia, a psychotherapist at Al Abbasia hospital. He works in the department treating the criminally insane, only to find his best friend to be one of the patients. Trying ..."
3462710,Unforgettable,100,2017,5.1,45,11912,11274490,R,A woman sets out to make life a living hell for her ex-husband's new fiancée.
3464902,Jastog,119,2015,7.1,82,188393,8699235,R,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods."
3467412,Extinction,112,2015,5.8,46,14915,,R,"And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now."
3469046,"Jaz, baraba 3",89,2017,6.3,49,97007,264624300,PG,"Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist."
3469244,Phantom,136,2015,5.8,,7853,207921,,A disgraced Indian soldier carries out a series of assassinations in the hope of restoring his honour.
3470600,Zapoj,108,2016,7.1,59,119600,270395425,PG,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same."
3471098,Maggie's Plan,98,2015,6.2,76,14563,3351230,R,"Maggie wants to have a baby, raising him on her own, but when she gets romantically involved with John, a married man, things get complicated and all the balance of Maggie's plans may collapse."
3477064,Recep Ivedik 4,117,2014,3.8,,13479,,,Recep Ivedik coaches the children football team in his neighborhood. For the training he uses the only free piece of land as football field on which he used to play football as a child. ...
3478962,Mon roi,124,2015,7.1,68,9487,53809,,"Tony is admitted to a rehabilitation center after a serious skiing accident. Dependent of medical staff and painkillers, she takes the time to remember the tumultuous love story she lived with Georgio."
3479316,Parallels,83,2015,6.1,,12907,,,A mysterious building is the gateway to infinite parallel Earths.
3480796,Vice,96,2015,4.2,17,14609,,R,"Bruce Willis stars in this Sci-Fi thriller about ultimate resort: VICE, where customers can play out their wildest fantasies with artificial inhabitants who look like humans."
3481634,Inconceivable,105,2017,5.2,,7174,,R,"A mother looks to escape her abusive past by moving to a new town where she befriends another mother, who grows suspicious of her."
3488710,Pot do slave,123,2015,7.3,70,111323,10137502,PG,"In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers."
3495000,Mardaani,113,2014,7.3,,9560,,,"A story of Shivani Shivaji Roy, Crime Branch, who sets out to confront the mastermind behind a child trafficking mafia."
3495026,Fan,138,2016,7.1,,39686,1357212,,"Gaurav develops an obsession with a movie star who looks just like him. He goes to Mumbai to meet his idol, but he refuses to grant him five minutes of his time. Gaurav is enraged and plots to destroy his hero."
3495030,Dum Laga Ke Haisha,110,2015,7.5,,15493,,,Prem and his oversized wife Sandhya are supposed to spend a lifetime together. Will a regular arranged marriage turn out to be a perfect mismatch?
3498820,Stotnik Amerika: državljanska vojna,147,2016,7.8,75,601453,408084349,PG-13,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.
3499096,Race,134,2016,7.1,56,31491,19097994,PG-13,"Jesse Owens' quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy."
3501112,Security,88,2017,5.7,,13775,,R,A security guard protects an eleven year-old girl who is being targeted by a gang for participating as a trial witness.
3501632,Thor: Ragnarok,130,2017,7.9,74,509302,315058289,PG-13,"Thor (Chris Hemsworth) is imprisoned on the planet Sakaar, and must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela (Cate Blanchett)."
3503406,The Whole Truth,93,2016,6.2,46,20279,,R,A defense attorney works to get his teenage client acquitted of murdering his wealthy father.
3504048,Housebound,107,2014,6.8,76,30034,,,"A young woman is forced to return to her childhood home after being placed under house arrest, where she suspects that something evil may be lurking."
3508840,Ci ke Nie Yin Niang,105,2015,6.3,80,14386,613556,,A female assassin receives a dangerous mission to kill a political leader in eighth-century China.
3513498,LEGO film 2,107,2019,6.7,65,38247,105806508,PG,"It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild."
3520418,We Are Still Here,84,2015,5.7,65,15804,,,"In the cold, wintery fields of New England, a lonely old house wakes up every thirty years - and demands a sacrifice."
3521126,The Disaster Artist,104,2017,7.4,76,115994,21120616,R,"When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true."
3521164,Vaiana: iskanje bajeslovnega otoka,107,2016,7.6,81,232252,248757044,PG,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
3522806,Ledeni morilec: vrnitev,98,2016,5.7,38,69090,21203260,R,"Bishop thought he had put his murderous past behind him, until his most formidable foe kidnaps the love of his life. Now he is forced to complete three impossible assassinations, and do what he does best: make them look like accidents."
3530002,The Night Before,101,2015,6.4,58,59406,43035725,R,"On Christmas eve, three lifelong friends spend the night in New York City looking for the Holy Grail of Christmas parties."
3531824,Si upaš?,96,2016,6.5,58,104990,38562379,PG-13,"A high school senior finds herself immersed in an online game of truth or dare, where her every move starts to become manipulated by an anonymous community of ""watchers."""
3532216,Barry Seal: tihotapec,115,2017,7.1,65,137482,51342000,R,"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair."
3533916,The Veil,93,2016,4.7,,6980,,R,"Twenty-five years after members of a religious cult committed mass suicide, the lone survivor returns to the scene of the tragedy with a documentary crew in tow."
3541262,Myeong-ryang,126,2014,7.1,,9066,2589811,,Admiral Yi Sun-sin faces a tough challenge when he is forced to defend his nation with just 13 battleships against 300 Japanese enemy ships in the Battle of Myeongryang.
3544082,45 let,91,2015,7.1,94,28388,4250507,R,A married couple preparing to celebrate their wedding anniversary receives shattering news that promises to forever change the course of their lives.
3544112,Sing Street,106,2016,8.0,79,76392,3237118,PG-13,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
3547740,La famille Bélier,106,2014,7.3,,22254,,,"A girl, who lives with her deaf parents, discovers that she has the gift of singing."
3553442,Whiskey Tango Foxtrot,112,2016,6.6,57,46787,23049575,R,A journalist recounts her wartime coverage in Afghanistan.
3553976,Kapitan Fantastični,118,2016,7.9,72,164549,5875006,R,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent."
3554418,Khoobsurat,130,2014,6.4,,6938,710508,,A hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her and engaged to someone else.
3560686,Durak,116,2014,8.0,83,9083,,,"Dima Nikitin is an ordinary honest plumber who suddenly decides to face the corrupt system of local politics in order to save the lives of 800 inhabitants of an old dormitory, which is about to collapse."
3564472,Girls Trip,122,2017,6.2,71,30434,115108515,R,"When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling, and romancing to make the Big Easy blush."
3567288,The Visit,94,2015,6.2,55,104263,65206105,PG-13,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.
3569230,Legend,132,2015,6.9,55,142117,1872994,R,Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.
3569782,Jigarthanda,171,2014,8.3,,8785,,,"An aspiring director targets a ruthless gangster because he wants to make a violent gangster film. His discreet attempts to research the gangster fail miserably. Finally when he gets caught snooping, things hit the fan."
3576728,Bilal: A New Breed of Hero,105,2015,8.0,52,17094,490515,PG-13,"A thousand years ago, one boy with a dream of becoming a great warrior is abducted with his sister and taken to a land far away from home. Thrown into a world where greed and injustice rule all, Bilal finds the courage to raise his voice and make a change. Inspired by true events, this is a story of a real hero who earned his remembrance in time and history."
3577624,A Perfect Day,106,2015,6.8,60,18526,,R,A group of aid workers work to resolve a crisis in an armed conflict zone.
3595298,Prem Ratan Dhan Payo,164,2015,4.6,,15995,4364639,,"While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike."
3605418,Knock Knock,99,2015,4.9,53,70452,36336,R,"A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse."
3606752,Avtomobili 3,102,2017,6.7,59,62611,152901115,G,Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.
3606756,Neverjetni 2,118,2018,7.7,80,215253,608581744,PG,"The Incredibles hero family takes on a new mission, which involves a change in family roles: Bob Parr (Mr Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world."
3606888,A Street Cat Named Bob,103,2016,7.4,54,23793,35070,,"Based on the international best selling book. The true feel good story of how James Bowen, a busker and recovering drug addict, had his life transformed when he met a stray ginger cat."
3608930,In a Valley of Violence,104,2016,6.0,64,13634,50381,R,A mysterious stranger and a random act of violence drag a town of misfits and nitwits into the bloody crosshairs of revenge.
3610746,Don't Hang Up,83,2016,5.6,,11091,,R,An evening of some drunken prank calls becomes a nightmare for a pair of teenagers when a mysterious stranger turns their own game against them...with deadly consequences.
3612616,Mamica,139,2014,8.1,74,44034,3492754,R,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household."
3614516,Ankhon Dekhi,107,2013,8.0,,8580,,,"Ankhon Dekhi centers around Raje Bauji, played by Sanjay Mishra who, after a dramatic incident, decides that he will only believe what he sees with his eyes."
3614530,Jem and the Holograms,118,2015,4.1,42,6814,2184640,PG,"As a small-town girl catapults from underground video sensation to global superstar, she and her three sisters begin a journey of discovering that some talents are too special to keep hidden."
3616916,Bølgen,105,2015,6.7,68,29142,176637,R,"Although anticipated, no one is really ready when the mountain pass above the scenic, narrow Norwegian fjord Geiranger collapses and creates an 85-meter high violent tsunami. A geologist is one of those caught in the middle of it."
3618822,The Big Fat Stone,111,2014,5.3,,8434,,,"Big Fat Stone is a modern day tale about dreams coming true. It tells the story of Edward Rizzo: a homeless man who, simply by being at the right place at the right time, gets a chance at a..."
3622110,Don't Knock Twice,93,2016,5.1,45,11155,,R,A mother desperate to reconnect with her troubled daughter becomes embroiled in the urban legend of a demonic witch.
3622120,Kajaki,108,2014,7.1,,10343,,R,"Kajaki Dam 2006. A company of young British soldiers encounter an unexpected, terrifying enemy. A dried-out river bed, and under every step the possibility of an anti-personnel mine. A mine that could cost you your leg - or your life."
3622592,Lazna mesta,109,2015,6.3,56,89166,32000304,PG-13,"After an all-night adventure, Quentin's lifelong crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime."
3623726,Rokerica,101,2015,5.9,54,21225,26822144,PG-13,"A musician who gave up everything for her dream of rock-and-roll stardom returns home, looking to make things right with her family."
3628584,Barbershop: The Next Cut,111,2016,5.9,67,13486,54030051,PG-13,"As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood."
3631112,Dekle na vlaku,112,2016,6.5,48,154853,75395035,R,A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.
3638012,Appleseed Alpha,93,2014,6.6,,7575,,PG-13,"Based on the comic book by the creator of Ghost in the Shell, a young female soldier Deunan and her cyborg partner Briareos survive through the post World War 3 apocalyptic New York in ..."
3638396,Closet Monster,90,2015,7.0,81,6740,41866,,A creative and driven teenager is desperate to escape his hometown and the haunting memories of his turbulent childhood.
3640424,Zaveznika,124,2016,7.1,60,128780,40069087,R,"In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war."
3646462,Itirazim Var,110,2014,7.9,,10061,,,"There is a murder while at prayer. Selman Bulut, the imam of mosque, starts to investigate the murder and faces with people in the neighborhood."
3647498,Krvavi zaščitnik,88,2016,6.4,66,53359,,R,An ex-con reunites with his estranged wayward 17-year old daughter to protect her from drug dealers who are trying to kill her.
3654796,Creep 2,78,2017,6.4,75,14040,,,"A video artist looking for work drives to a remote house in the forest to meet a man claiming to be a serial killer. But after agreeing to spend the day with him, she soon realizes that she made a deadly mistake."
3658772,Misconduct,106,2016,5.3,24,13798,,R,"When an ambitious young lawyer takes on a big case against a powerful and ruthless executive of a large pharmaceutical company, he soon finds himself involved in a case of blackmail and corruption."
3659388,Marsovec,144,2015,8.0,80,694443,228433663,PG-13,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive."
3666024,Rdeča želva,80,2016,7.5,86,26006,920057,PG,"A man is shipwrecked on a deserted island and encounters a red turtle, which changes his life."
3668162,Bangalore Days,171,2014,8.3,,13413,130000,,Three cousins set out to fulfill their Bangalore dreams.
3671542,Holding the Man,127,2015,7.4,,8988,,,"Tim and John fell in love while teenagers at their all-boys high school. John was captain of the football team, Tim an aspiring actor playing a minor part in Romeo and Juliet. Their romance..."
3672742,Turbo Kid,93,2015,6.7,60,24307,50000,,"In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord."
3672840,Tian jiang xiong shi,127,2015,6.0,41,16994,74068,R,"When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An teams up his army with an elite Legion of defected Roman soldiers led by General Lucius to protect his country and his new friends."
3678782,Badlapur,134,2015,7.4,,19784,370843,,"An innocent man turns brutal when his family gets killed in a bank robbery and one of the perpetrators escapes. 15 years later, he begins his deadly game of vengeance."
3678938,Humpty Sharma Ki Dulhania,133,2014,6.0,,9988,380011,,Two spoiled brats meet over the purchase of an expensive wedding skirt in Delhi. Thus begins a romance under the shadow of her arranged marriage.
3682448,Most vohunov,142,2015,7.6,81,266940,72313754,PG-13,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers."
3685236,Ibiza,94,2018,5.2,56,13456,,,A young American woman and her two best friends seek out a hot DJ in Spain.
3687310,Criminal Activities,94,2015,5.8,51,7834,,,Four young men make a risky investment together that puts them in trouble with the mob.
3688406,A Christmas Horror Story,99,2015,5.7,49,8371,,,"Interwoven stories that take place on Christmas Eve, as told by one festive radio host: A family brings home more than a Christmas tree, a student documentary becomes a living nightmare, a Christmas spirit terrorizes, Santa slays evil."
3691740,VDV - Veliki dobrodušni velikan,117,2016,6.4,66,70575,55483770,PG,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world."
3696192,Singh Is Bliing,141,2015,5.1,,6927,919095,,A lazy youth fails to take up any responsibility for which he is sent off to Goa to work with his father's friend. There he falls in love with a woman who has problems of her own.
3697626,Kkeut-kka-ji-gan-da,111,2014,7.2,76,8807,,,"After trying to cover up a car accident that left a man dead, a crooked homicide detective is stalked by a mysterious man claiming to have witnessed the event."
3698408,Pek Yakinda,134,2014,7.5,,28481,,,"Pirated DVD seller Zafer who is formerly an extra in movies; swore to give up illegal works when his wife wanted to get divorce. To win his family back, he and his old-fashioned crew ..."
3702652,The Other Side of the Door,96,2016,5.3,41,16107,2987063,R,"After her young son is killed in a tragic accident, a woman learns of a ritual which will bring him back to say goodbye, but when she disobeys a sacred warning, she upsets the balance between life and death."
3702996,Fack ju Göhte 2,115,2015,6.0,,10399,,,Mr. Müller and his class are taking a school trip to Thailand to strengthen the reputation of their school.
3703908,Standoff,80,2016,6.1,36,6849,,R,"Carter (Thomas Jane), a troubled veteran, gets a chance at redemption by protecting a 12-year-old girl from an assassin (Laurence Fishburne) after she witnesses a murder. Holding a shotgun ..."
3704050,Ne pozabi,94,2015,7.5,52,19891,637555,R,"With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person he believes to be responsible for the death of his family in the death camp to kill him himself."
3704538,V/H/S Viral,81,2014,4.2,38,14004,2567,R,A Los Angeles police chase sends a fame-obsessed man on a wild ride to save his girlfriend from a cybernetic terror.
3704700,Brain on Fire,88,2016,6.6,34,13652,,PG-13,"A young, capable professional cannot explain her newly erratic behavior."
3705412,Deathgasm,86,2015,6.3,65,14279,,,Two teenage boys unwittingly summon an ancient evil entity known as The Blind One by delving into black magic while trying to escape their mundane lives.
3707104,Mine,106,2016,5.9,40,13582,,,"After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical tolls of the treacherous conditions."
3707106,Ob morju,122,2015,5.3,44,16589,531009,R,A couple tries to repair their marriage while staying at a hotel in France.
3708886,War on Everyone,98,2016,5.8,50,15568,,R,"Two corrupt cops set out to blackmail and frame every criminal unfortunate enough to cross their path. Events, however, are complicated by the arrival of someone who appears to be even more dangerous than they are."
3713166,Odklikana,83,2014,5.5,59,63092,32482090,R,"A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend."
3714720,The Hollars,88,2016,6.5,53,10358,1016872,PG-13,A man returns to his small hometown after learning that his mother has fallen ill and is about to undergo surgery.
3715320,Irrational Man,95,2015,6.6,53,51456,4027764,R,A tormented philosophy professor finds a will to live when he commits an existential act.
3716530,Elle,130,2016,7.1,89,55745,,R,A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.
3717252,Underworld: Blood Wars,91,2016,5.8,23,64168,30348260,R,"Vampire death dealer, Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her."
3717490,Power Rangers,124,2017,5.9,44,94897,85364450,PG-13,"A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world."
3717532,The Last: Naruto the Movie,112,2014,7.6,,9583,,,"Hinata Hyuga's younger sister has been kidnapped, so Naruto must do what he can to save her."
3720788,The Disappearance of Eleanor Rigby: Her,100,2013,6.9,67,7970,,R,"Told from the female perspective, the story of a couple trying to reclaim the life and love they once knew and pick up the pieces of a past that may be too far gone."
3721936,American Honey,163,2016,7.0,79,32724,662786,R,"A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits."
3721954,Maudie,115,2016,7.6,65,12248,6170998,PG-13,An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community.
3721964,Gringo,111,2018,6.1,46,22422,4969853,R,"GRINGO, a dark comedy mixed with white-knuckle action and dramatic intrigue, explores the battle of survival for businessman Harold Soyinka (David Oyelowo) when he finds himself crossing the line from law-abiding citizen to wanted criminal."
3722070,The Lady in the Van,104,2015,6.7,70,23641,10017675,PG-13,A man forms an unexpected bond with a transient woman living in her van that's parked in his driveway.
3722614,Revolt,87,2017,5.2,,7078,,R,"An amnesiac US soldier's in a cell next to a cute, French doctor. Earth is under attack by big, alien robots. Kenyan soldiers come to rape, torture and kill but the 2 fight back. They find a car and head west."
3726704,Experimenter,98,2015,6.6,81,16323,155075,PG-13,"In 1961, famed social psychologist Stanley Milgram conducted a series of radical behavior experiments that tested ordinary humans' willingness to obey authority."
3729920,The Disappearance of Eleanor Rigby: Them,123,2014,6.3,57,10992,585640,R,One couple's story as they try to reclaim the life and love they once knew and pick up the pieces of a past that may be too far gone.
3731562,Kong: Otok lobanj,118,2017,6.6,62,245110,168052812,PG-13,"After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden."
3733774,The Trust,92,2016,5.4,58,16337,,R,A pair of cops investigating a drug invasion stumble upon a mysterious bank vault.
3733778,Pay the Ghost,94,2015,5.2,23,14411,,,A professor frantically searches for his son who was abducted during a Halloween carnival.
3735246,Bajirao Mastani,158,2015,7.2,,28937,6557047,,"An account of the romance between the Maratha general, Baji Rao I and Mastani, princess of Bundelkhand."
3741700,Godzilla: King of the Monsters,132,2019,6.2,48,87201,110495191,PG-13,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah."
3741834,Lev: Dolga pot domov,118,2016,8.0,69,186849,51739495,PG-13,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia. 25 years later, he sets out to find his lost family."
3742284,NH10,115,2015,7.2,,11308,,,"On their way to a weekend retreat, a married couple find their dream vacation turn into a nightmare when they cross paths with a dangerous gang."
3742378,Que Horas Ela Volta?,112,2015,7.8,82,11126,375723,R,"When the estranged daughter of a hard-working live-in housekeeper suddenly appears, the unspoken class barriers that exist within the home are thrown into disarray."
3748172,Gerald's Game,103,2017,6.6,77,69949,,,"While trying to spice up their marriage in their remote lake house, Jessie must fight to survive when her husband dies unexpectedly, leaving her handcuffed to their bed frame."
3748440,Blue Mountain State: The Rise of Thadland,90,2016,5.8,,13956,,R,"When the Dean of Blue Mountain State threatens to sell the Goat House, Alex throws Thad the party of his dreams in an effort to get him to buy it."
3748528,Rogue One: zgodba Vojne zvezd,133,2016,7.8,65,488893,532177324,PG-13,The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans.
3750872,The Wife,99,2017,7.2,77,27853,9601092,R,A wife questions her life choices as she travels to Stockholm to see her husband receive the Nobel Prize for Literature.
3754940,Truman,108,2015,7.3,81,10379,208799,,"Julián receives an unexpected visit from his friend Tomás, who lives in Canada. The two men, accompanied by Julián's faithful dog, Truman, will share emotional and surprising moments prompted by Julián's complicated situation."
3756788,Umimachi Diary,127,2015,7.5,75,10065,461263,PG,A story that revolves around three sisters who live in their grandmother's home and the arrival of their thirteen-year-old half sister.
3758172,Jungle,115,2017,6.7,48,37681,,R,"A group of friends join a guide for a trek into the Bolivian jungle, searching for an Indian village. The men soon realize that the jungle is a difficult place to be."
3759416,Asterix: domovanje bogov,85,2014,6.9,,10241,1656287,,"In order to wipe out the Gaulish village by any means necessary, Caesar plans to absorb the villagers into Roman culture by having an estate built next to the village to start a new Roman colony."
3760922,Moja obilna grška poroka 2,94,2016,6.0,37,26349,59573085,PG-13,A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.
3766354,The Equalizer 2,121,2018,6.7,50,106037,102084362,R,"Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?"
3766394,"Hello, My Name Is Doris",90,2015,6.6,63,17693,14443077,R,A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.
3767372,Piku,123,2015,7.6,,25444,,,"A quirky comedy about the relationship between a daughter and her aging father, whose eccentricities drive everyone crazy."
3771536,Shivaay,153,2016,6.2,,9112,,,A skilled mountaineer races against time to rescue his mute daughter from the clutches of human traffickers in Bulgaria.
3774114,Snowden,134,2016,7.3,58,122071,21587519,R,"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press."
3774466,Ashby,100,2015,6.4,46,13744,4631,R,"High-school student Ed Wallis enters into a friendship with his neighbor, Ashby, a retired CIA assassin who only has a few months left to live."
3774694,Ljubezen,135,2015,6.1,51,38590,,,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed."
3774790,400 Days,91,2015,4.4,,9640,,,"With their 400-day mission simulation nearing completion, 4 astronauts begin to feel something's amiss."
3774802,Pandemic,91,2016,4.4,47,7023,,,"Pandemic is set in the near future, where a virus of epic proportions has overtaken the planet. There are more infected than uninfected, and humanity is losing its grip on survival. Its ..."
3775086,Lo chiamavano Jeeg Robot,112,2015,7.1,,11609,,,"Enzo, a lonely and misanthropic small time crook, uses the superpowers gained after falling in the Tiber river to chase down a crazy gangster called ""The gypsy""."
3778644,Solo: Zgodba Vojne zvezd,135,2018,6.9,62,237048,213767512,PG-13,"During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion."
3783958,Dežela La la,128,2016,8.0,93,447216,151101803,PG-13,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
3787590,We Are Your Friends,96,2015,6.2,46,33050,3590010,R,"Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune."
3792960,Cisto nova zaveza,114,2015,7.1,70,26393,89182,,Did you know that God is alive and lives in Brussels with his daughter?
3793788,The Escort,88,2016,6.0,,10461,,,"Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute."
3797868,The Choice,111,2016,6.6,26,31084,18709066,PG-13,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.
3799232,The Kissing Booth,105,2018,6.1,,47864,,,A high school student is forced to confront her secret crush at a kissing booth.
3799372,6 Years,79,2015,5.6,53,10338,,,"A young couple, bound by a seemingly ideal love, begin to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined."
3799694,Prava fanta,116,2016,7.4,70,246811,36261763,R,"In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star."
3801314,Kaththi,166,2014,7.9,,15903,,,"Jeevanandham is a social activist who fights against a monstrous MNC company to restore farming. Because of destiny, Kathiresan impersonates Jeevanandham and leads the war."
3802576,Brothers,156,2015,6.5,,10825,266175,,"Two estranged, street-fighting brothers square off against each other in a mixed martial arts tournament."
3803860,Puli,155,2015,4.5,,6852,,,A virtuous soldier tries to save people from an evil queen and a throne-seeking commander.
3808342,Saul fia,107,2015,7.5,91,39952,1777043,R,A Jewish-Hungarian concentration camp prisoner sets out to give a child he mistook for his son a proper burial.
3813310,Cop Car,88,2015,6.3,66,28050,128002,R,A small-town sheriff sets out to find the two kids who have taken his car on a joy ride.
3816458,Dead Rising,118,2015,5.2,,7818,,,A group of people fight to survive in a zombie-infested town.
