id,naslov,dolzina,leto,ocena,opis
0213847,Malèna,108,2000,7.5,"Amidst the war climate, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town."
0284837,Ali G Indahouse,85,2002,6.2,"Ali G unwittingly becomes a pawn in the Chancellor's plot to overthrow the Prime Minister of Great Britain. However, Ali is embraced by the nation as a voice of the youth, making the PM and his government more popular than ever."
1109624,Paddington,95,2014,7.2,"A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven."
0382077,Srhljive skrivalnice,101,2005,5.9,"As a widower tries to piece together his life in the wake of his wife's suicide, his daughter finds solace, at first, in her imaginary friend."
0057546,The Sword in the Stone,79,1963,7.2,"A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history."
0114214,Hitri in mrtvi,107,1995,6.4,"A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death."
0100758,Teenage Mutant Ninja Turtles,93,1990,6.7,Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.
1853739,You're Next,95,2011,6.5,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back."
0111495,Tri barve - rdeca,99,1994,8.1,A model discovers her neighbor is keen on invading people's privacy.
0252076,Zgodilo se je na Manhattnu,105,2002,5.1,"A Senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress."
0289848,Mafijski bluz,96,2002,5.9,"Mobster Paul Vitti is released into Dr. Ben Sobol's care, where only more chaos ensues."
0154506,Following,69,1998,7.6,A young writer who follows strangers for material meets a thief who takes him under his wing.
2125435,Beasts of the Southern Wild,93,2012,7.3,"Faced with both her hot-tempered father's fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love."
0105417,Nune pojejo,100,1992,6.3,"When a worldly singer witnesses a mob crime, the police hide her as a nun in a traditional convent where she has trouble fitting in."
2132285,The Bling Ring,90,2013,5.6,"Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes."
0107144,Napihnjenci 2,86,1993,6.6,"""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams."
0160862,Ona je prava,95,1999,5.8,A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.
0090329,Prica,112,1985,7.4,A young Amish boy is sole witness to a murder; policeman John Book goes into hiding in Amish country to protect him until the trial.
0105698,Univerzalni vojak,102,1992,6.0,"Private Luc Deveraux and his sadistic sergeant, Andrew Scott, got killed in Vietnam. The army uses their bodies for a secret project - reanimating dead soldiers as deadly obedient cyborgs. However, their memories come back too."
0095647,Mississippi Burning,128,1988,7.8,"Two F.B.I. Agents, with wildly different styles, arrive in Mississippi to investigate the disappearance of some civil rights activists."
0400717,Sezona lova,86,2006,6.1,"Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters."
0098084,Macje pokopalisce,103,1989,6.6,"Behind a young family's home in Maine is a terrible secret that holds the power of life after death. When tragedy strikes, the threat of that power soon becomes undeniable."
0274812,Secretary,107,2002,7.0,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one."
0821640,Vse moje bivse,100,2009,5.8,"While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends."
0101761,The Doors,140,1991,7.2,The story of the famous and influential 1960s rock band
4465564,Petdeset odtenkov teme,118,2017,4.6,"While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her."
0370032,Ultraviolet,88,2006,4.4,"A beautiful hemophage infected with a virus that gives her superhuman powers has to protect a boy in a futuristic world, who is thought to be carrying antigens that would destroy all hemophages."
0151738,Prvi poljub,107,1999,6.0,A newspaper reporter enrolls in high school as part of research for a story.
1297919,Blitz,97,2011,6.2,A tough cop is dispatched to take down a serial killer who has been targeting police officers.
0472181,Smrkci,103,2011,5.5,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City."
0453562,42,128,2013,7.5,"In 1947,"
0137363,Skrivnost ulice Arlington,117,1999,7.2,A man begins to suspect his neighbors are not what they appear to be and their secrets could be deadly.
0450188,Zivljenje v roznatem,140,2007,7.6,Biopic of the iconic French singer
0119137,Raztreseni profesor,93,1997,5.2,"An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance."
0371606,Chicken Little,81,2005,5.8,"After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion."
1020072,Selma,128,2014,7.5,A chronicle of Dr.
0116365,The Frighteners,110,1996,7.1,"After a tragic car accident kills his wife, a man discovers he can communicate with the dead to con people. However, when a demonic spirit appears, he may be the only one who can stop it from killing the living and the dead."
0457513,Scoop,96,2006,6.7,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls."
1023481,Odplesi svoje sanje 2,98,2008,6.3,Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.
2382009,Nymphomaniac: Vol. II,124,2013,6.7,"The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care."
3850214,Dope,103,2015,7.2,"Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure."
0108394,Tri barve - modra,98,1993,8.0,A woman struggles to find a way to live her life after the death of her husband and child.
5104604,Isle of Dogs,101,2018,8.0,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
0328538,Trinajstletnici,100,2003,6.8,"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend."
4094724,Očiščenje: volitve,108,2016,6.0,"Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge."
0098258,Say Anything...,100,1989,7.4,A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.
1598822,Silvestrovo v New Yorku,113,2011,5.7,The lives of several couples and singles in New York City intertwine over the course of New Year's Eve.
0879870,"Jej, moli, ljubi",133,2010,5.7,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself""."
4500922,Labirint: Zaton,143,2018,6.3,"Young hero Thomas embarks on a mission to find a cure for a deadly disease known as ""The Flare""."
4481414,Gifted,101,2017,7.6,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother."
0208003,Big Momma's House,99,2000,5.1,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother."
0097493,Heathers,103,1988,7.3,"In order to get out of the snobby clique that is destroying her good-girl reputation, an intelligent teen teams up with a dark sociopath in a plot to kill the cool kids."
0882977,Ovaduh,112,2013,6.5,"A father goes undercover for the DEA in order to free his son, who was imprisoned after being set up in a drug deal."
0455967,"John Tucker, mrtev si",89,2006,5.8,Three ex-girlfriends of a serial cheater set up their former lover to fall for the new girl in town so they can watch him get his heart broken.
3322364,Pot zmagovalca,123,2015,7.1,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play."
0457510,Nacho Libre,92,2006,5.7,"Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler)."
2567026,Alica izza ogledala,113,2016,6.2,Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.
0463034,"Jaz, ti in nadloga Dupree",110,2006,5.6,"A best man (Wilson) stays on as a houseguest with the newlyweds, much to the couple's annoyance."
3949660,Ninja želve: iz senc,112,2016,6.0,"After facing Shredder, who has joined forces with mad scientist Baxter Stockman and henchmen Bebop and Rocksteady to take over the world, the Turtles must confront an even greater nemesis: the notorious Krang."
0048545,Upornik brez razloga,111,1955,7.8,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies."
0384680,Vremenar,102,2005,6.6,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive."
0107120,Carovnice se vracajo,96,1993,6.8,"A curious youngster moves to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century."
0082406,The Fox and the Hound,83,1981,7.3,Two childhood friends find themselves forced to become enemies.
1536537,What Happened to Monday,123,2017,6.9,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own."
3072482,Hardcore Henry,96,2015,6.7,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers."
5715874,Ubijanje svetega jelena,121,2017,7.0,"Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister."
1126590,Velike oči,106,2014,7.0,A drama about the awakening of painter
0383216,The Pink Panther,93,2006,5.6,Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.
0307479,Solaris,99,2002,6.2,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.
3316948,American Ultra,96,2015,6.1,A stoner - who is in fact a government agent - is marked as a liability and targeted for extermination. But he's too well-trained and too high for them to handle.
1555149,Tropa de Elite 2: O Inimigo Agora é Outro,115,2010,8.1,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups."
1418377,"I, Frankenstein",92,2014,5.1,"Frankenstein's creature finds himself caught in an all-out, centuries old war between two immortal clans."
0101700,Delicatessen,99,1991,7.7,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
0419887,Tek za zmajem,128,2007,7.6,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble."
0105665,Twin Peaks - Ogenj hodi z menoj,135,1992,7.2,A young FBI agent disappears while investigating a murder miles from Twin Peaks that may be related to the future murder of Laura Palmer; the last week of the life of Laura Palmer is chronicled.
1293847,XXX: reaktiviran,107,2017,5.2,"Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons."
1540133,Policist,96,2011,7.3,An unorthodox Irish policeman with a confrontational personality is partnered with an up-tight F.B.I. agent to investigate an international drug-smuggling ring.
0096061,Scrooged,101,1988,7.0,"A selfish, cynical television executive is haunted by three spirits bearing lessons on Christmas Eve."
0088011,Lov na zeleni diamant,106,1984,6.9,"A mousy romance novelist sets off for Colombia to ransom her kidnapped sister, and soon finds herself in the middle of a dangerous adventure hunting for treasure with a mercenary rogue."
0120885,Pasji dnevi,97,1997,7.1,"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal."
0104797,Malcolm X,202,1992,7.7,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam."
0048424,Noc lovca,92,1955,8.0,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid $10,000 he'd stolen in a robbery."
1172049,Demolition,101,2015,7.0,"A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew."
0839980,Semi-Pro,91,2008,5.8,"Jackie Moon, the owner-coach-player of the American Basketball Association's Flint Michigan Tropics, rallies his teammates to make their NBA dreams come true."
0100502,RoboCop 2,117,1990,5.8,"Cyborg law enforcer RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2."
0469641,World Trade Center,129,2006,6.0,Two Port Authority police officers become trapped under the rubble of the World Trade Center.
0098554,Uncle Buck,100,1989,7.0,"Bachelor and all round slob, Buck, babysits his brother's rebellious teenage daughter and her cute younger brother and sister."
0094862,Child's Play,87,1988,6.6,"A single mother gives her son a much sought-after doll for his birthday, only to discover that it is possessed by the soul of a serial killer."
0132477,October Sky,108,1999,7.8,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
0099582,Tanka linija smrti,115,1990,6.6,"Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives."
2557478,Pacific Rim: Uprising,111,2018,5.7,"Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat."
2548396,The Cloverfield Paradox,102,2018,5.6,"Orbiting a planet on the brink of war, scientists test a device to solve an energy crisis, and end up face-to-face with a dark alternate reality."
0456554,Grandma's Boy,94,2006,7.0,A thirty-five-year-old video game tester has to move in with his grandma and her two old lady roommates.
0317648,Hidalgo,136,2004,6.7,"In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race."
0364045,Zbiralec zivljenj,103,2004,6.2,An FBI profiler is called in by French Canadian police to catch a serial killer who takes on the identity of each new victim.
0817177,Pot do ljubezni,90,2010,7.7,Two eighth-graders start to have feelings for each other despite being total opposites.
1229822,Jane Eyre,120,2011,7.4,A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.
0166896,The Straight Story,112,1999,8.0,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.
0069704,American Graffiti,110,1973,7.5,A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.
0079945,Star Trek: The Motion Picture,132,1979,6.4,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it."
0356470,Pepelkina zgodba,95,2004,5.9,"Routinely exploited by her wicked stepmother, the downtrodden Sam Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance."
0371246,Spanglescina,131,2004,6.4,"A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife."
4682786,Skrita lepota,97,2016,6.8,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty."
1615160,The Foreigner,113,2017,7.0,"A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities."
1219342,Legend of the Guardians: The Owls of Ga'Hoole,97,2010,7.0,"When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace."
0035423,Kate in Leopold,118,2001,6.4,An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.
0100935,Divji v srcu,125,1990,7.2,Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.
0245674,Thir13en Ghosts,91,2001,5.6,"When Cyrus Kriticos, a very rich collector of unique things dies, he leaves it all to his nephew and his family. All including his house, his fortune, and his malicious collection of ghosts!"
1020558,Centurion,97,2010,6.4,A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is devastated in a guerrilla attack.
0120679,Frida,123,2002,7.4,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work."
0024216,King Kong,100,1933,7.9,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.
0154420,Praznovanje,105,1998,8.1,"At Helge's 60th birthday party, some unpleasant family truths are revealed."
1625346,Spet in drugace,94,2011,6.3,"Soon after her divorce, a fiction writer returns to her home in small-town Minnesota, looking to rekindle a romance with her ex-boyfriend, who is now happily married and has a newborn daughter."
0038355,Globoko spanje,114,1946,8.0,"Private detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love."
5988370,Reis,108,2017,1.8,A drama about the early life of
0852713,Hisna zajcica,97,2008,5.5,"After Playboy bunny Shelley is kicked out of the playboy mansion, she finds a job as the house mother for a sorority full of socially awkward girls."
0086541,Videodrome,87,1983,7.3,"When he acquires a different kind of show for his station, a sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a terrifying new reality."
0138749,The Road to El Dorado,89,2000,6.9,"Two swindlers get their hands on a map to the fabled city of gold, El Dorado."
1860353,Turbo,96,2013,6.4,A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.
0367110,"Swades: We, the People",210,2004,8.3,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.
0280707,Gosford Park,131,2001,7.3,The lives of upstairs guests and downstairs servants at a party in 1932 in a country house in England as they investigate a murder involving one of them.
0250797,Nezvesta,124,2002,6.7,A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.
5776858,Phantom Thread,130,2017,7.6,"Set in 1950's London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover."
2179116,The Kings of Summer,95,2013,7.2,"Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land."
0862856,Trick 'r Treat,82,2007,6.8,"Five interwoven stories that occur on Halloween: An everyday high school principal has a secret life as a serial killer; a college virgin might have just met the guy for her; a group of teenagers pull a mean prank; a woman who loathes the night has to contend with her holiday-obsessed husband; and a mean old man meets his match with a demonic, supernatural trick-or-treater."
1117385,Zlocinec,104,2008,7.5,A family man convicted of killing an intruder must cope with life afterward in the violent penal system.
0101889,Kraljevi ribic,138,1991,7.6,"A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake."
1029234,Martyrs,99,2008,7.1,"A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity."
0107822,Klavir,121,1993,7.6,"A mute woman is sent to 1850s New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation."
0120787,Popolni umor,107,1998,6.5,"A wealthy Wall Street speculator discovers that his wife has a lover. He investigates him and uses the carrot and stick to make him murder his wife. Planned to detail, it seems like a perfect murder."
0369702,Mar adentro,125,2004,8.0,"The factual story of Spaniard Ramon Sampedro, who fought a thirty-year campaign in favor of euthanasia and his own right to die."
0377818,The Dukes of Hazzard,104,2005,5.1,"Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane."
0185183,Battlefield Earth,118,2000,2.4,"It's the year 3000 A.D.; the Earth is lost to the alien race of Psychlos. Humanity is enslaved by these gold-thirsty tyrants, whom are unaware that their 'man-animals' are about to ignite the rebellion of a lifetime."
0086200,Tvegan posel,99,1983,6.8,"A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand."
0118928,Dantejev vrh,108,1997,5.9,"A vulcanologist arrives at a countryside town recently named the second most desirable place to live in America, and discovers that the long dormant volcano, Dante's Peak, may wake up at any moment."
1294226,Poslednja pesem,107,2010,5.9,"A rebellious girl is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect."
1716772,The Inbetweeners Movie,97,2011,6.8,Four socially troubled 18-year-olds from the south of England go on holiday to Malia.
0049406,Rop brez plena,85,1956,8.0,Crooks plan and execute a daring race-track robbery.
0141926,U-571,116,2000,6.6,A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.
0110074,Hulahop,111,1994,7.3,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.
1152398,Beastly,86,2011,5.6,"A modern-day take on the ""Beauty and the Beast"" tale where a New York teen is transformed into a hideous monster in order to find true love."
0097216,Do the Right Thing,120,1989,7.9,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence."
0094889,Koktajl,104,1988,5.9,A talented New York City bartender takes a job at a bar in Jamaica and falls in love.
0049730,The Searchers,119,1956,8.0,An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.
0092563,Angelsko srce,113,1987,7.3,A private investigator is hired by a man who calls himself Louis Cyphre to track down a singer named Johnny Favorite. But the investigation takes an unexpected and somber turn.
0290095,Smoking,98,2002,5.4,A hapless chauffeur must take a comatose Secret Agent's place using his special gadget-laden tuxedo.
1600195,Ugrabljen,106,2011,5.1,A thriller centered on a young man who sets out to uncover the truth about his life after finding his baby photo on a missing persons website.
0097778,Poglej kdo se oglasa,93,1989,5.8,"After a single, career-minded woman is left on her own to give birth to the child of a married man, she finds a new romantic chance in a cab driver. Meanwhile, the point-of-view of the newborn boy is narrated through voice-over."
0112401,Profesionalec,132,1995,6.3,Professional hit-man Robert Rath wants to fulfill a few more contracts before retiring but unscrupulous ambitious newcomer hit-man Miguel Bain keeps killing Rath's targets.
0043456,The Day the Earth Stood Still,92,1951,7.8,An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.
0095489,The Land Before Time,69,1988,7.4,An orphaned brontosaurus teams up with other young dinosaurs in order to reunite with their families in a valley.
2823054,Kako najti zmenek za poroko,98,2016,6.0,"Two hard-partying brothers place an online ad to find the perfect dates for their sister's Hawaiian wedding. Hoping for a wild getaway, the boys instead find themselves out-hustled by an uncontrollable duo."
1292566,Razgibano zivljenje samskih,110,2016,6.1,A group of young adults navigate love and relationships in New York City.
0411061,88 Minutes,108,2007,5.9,"On the day that a serial killer that he helped put away is supposed to be executed, a noted forensic psychologist and college professor receives a call informing him that he has 88 minutes left to live."
1083452,Eddie the Eagle,106,2015,7.4,"The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics."
0864761,Vojvodina,110,2008,6.9,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life."
1235522,Podkupljeno mesto,109,2013,6.2,"In a city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure: Mayor Nicholas Hostetler."
0092007,Zvezdne steze IV: Pot domov,119,1986,7.3,"To save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales."
1911658,Pingvini z Madagaskarja,92,2014,6.7,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it."
0116778,Kingpin,114,1996,6.9,"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches."
0115685,Pticja kletka,117,1996,7.0,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.
0405325,Sky High,100,2005,6.2,"Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being."
0120832,Snake Eyes,98,1998,6.0,A shady police detective finds himself in the middle of a murder conspiracy at an important boxing match in an Atlantic City casino.
4572514,Bostonski heroji,133,2016,7.4,"The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible."
0065214,Divja banda,135,1969,8.0,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them."
0427392,Invazija,99,2007,5.9,"As a Washington, D.C. psychiatrist unearths the origin of an alien epidemic, she also discovers her son might be the only way it can be stopped."
0398712,Assault on Precinct 13,109,2005,6.3,"A police sergeant must rally the cops and prisoners together to protect themselves on New Year's Eve, just as corrupt policeman surround the station with the intent of killing all to keep their deception in the ranks."
3544112,Sing Street,106,2016,8.0,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
0465551,Zapiski o skandalu,92,2006,7.4,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship."
1095217,Pokvarjeni poročnik: New Orleans,122,2009,6.6,Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants.
0087884,"Paris, Texas",145,1984,8.1,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family."
0815245,The Uninvited,87,2009,6.4,"Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her cruel stepmother and ghastly visions of her dead mother."
0265349,The Mothman Prophecies,119,2002,6.5,"A reporter is drawn to a small West Virginia town to investigate a series of strange events, including psychic visions and the appearance of bizarre entities."
0374546,"Pomlad, poletje, jesen, zima... in pomlad",103,2003,8.1,A boy is raised by a Buddhist monk on an isolated floating temple where the years pass like the seasons.
1674771,Priskledniki,104,2015,6.6,"Movie star Vincent Chase, together with his boys Eric, Turtle, and Johnny, are back - and back in business with super agent-turned-studio head Ari Gold on a risky project that will serve as Vince's directorial debut."
0099371,Dnevi grmenja,107,1990,5.9,A young hot-shot stock car driver gets his chance to compete at the top level.
2057392,Eye in the Sky,102,2015,7.3,"Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone triggering an international dispute over the implications of modern warfare."
2592614,Nevidno zlo: zadnje poglavje,107,2016,5.6,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse."
2370248,Short Term 12,96,2013,8.0,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.
0152930,Taksi,86,1998,7.0,"To work off his tarnished driving record, a hip taxi driver must chauffeur a loser police inspector on the trail of German bank robbers."
0403702,Youth in Revolt,90,2009,6.5,"While his trailer trash parents teeter on the edge of divorce, Nick Twisp sets his sights on dream girl Sheeni Saunders, hoping that she'll be the one to take away his virginity."
0090305,Ta cudna znanost,94,1985,6.6,"Two high school nerds attempt to create the perfect woman, but she turns out to be more than that."
2436386,Project Almanac,106,2015,6.4,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control."
0117333,Fenomen,123,1996,6.4,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis."
1981128,Geovihar,109,2017,5.3,"When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone."
0117802,Swingers,96,1996,7.3,Wannabe actors become regulars in the stylish neo-lounge scene; Trent teaches his friend Mike the unwritten rules of the scene.
0108525,Waynov svet 2,95,1993,6.2,The inseparable duo try to organize a rock concert while Wayne must fend off a record producer who has an eye for his girlfriend.
0088939,Nekaj vijolicastega,154,1985,7.8,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.
1093908,Strastna zapravljivka,104,2009,5.9,A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur.
0356634,Garfield,80,2004,5.0,"Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine."
0087078,Conan the Destroyer,103,1984,5.9,Conan leads a ragtag group of adventurers on a quest for a princess.
1666801,Duff: Dezurni bajs,101,2015,6.5,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts."
0264616,Blaznost,100,2001,7.3,"A man confesses to an FBI agent his family's story of how his religious fanatic father's visions led to a series of murders to destroy supposed ""demons."""
0304415,Nasmeh Mona Lize,117,2003,6.5,A free-thinking art professor teaches conservative 1950s Wellesley girls to question their traditional social roles.
0113161,Kdo bo koga,105,1995,6.9,"A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job."
