id,naslov,leto,dolzina,ocena,opis
88128,Sixteen Candles,1984,93,7.2,"A girl's ""sweet"" sixteenth birthday becomes anything but special as she suffers from every embarrassment possible."
302640,The Hot Chick,2002,104,5.5,"An attractive and popular teenager who is mean-spirited toward others finds herself in the body of an older man, and must find a way to get back to her original body."
480255,The Losers,2010,97,6.4,"A CIA special forces team are betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the CIA."
4263482,The Witch,2015,92,6.7,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession."
115433,101 Dalmatians,1996,103,5.6,"A woman kidnaps puppies to kill them for their fur, but various animals then gang up against her and get their revenge in slapstick fashion."
1142977,Frankenweenie,2012,87,7.0,"Young Victor conducts a science experiment to bring his beloved dog Sparky back to life, only to face unintended, sometimes monstrous, consequences."
452625,Good Luck Chuck,2007,96,5.6,"In order to keep the woman of his dreams from falling for another guy, Charlie Logan has to break the curse that has made him wildly popular with single women: Sleep with Charlie once, and the next man you meet will be your true love."
163187,Runaway Bride,1999,116,5.5,A reporter is assigned to write a story about a woman who has left a string of fiances at the altar.
118998,Doctor Dolittle,1998,85,5.3,A Doctor finds out that he can understand what animals are saying. And the animals find out that he understands.
55630,Yojimbo,1961,110,8.3,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.
2170593,St. Vincent,2014,102,7.3,"A young boy whose parents have just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic war veteran who lives next door."
86034,Octopussy,1983,131,6.6,"A fake Fabergé egg and a fellow agent's death lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear attack on N.A.T.O. forces."
74119,All the President's Men,1976,138,8.0,"""The Washington Post"" reporters"
66995,Diamonds Are Forever,1971,120,6.7,"A diamond smuggling investigation leads James Bond to Las Vegas, where he uncovers an evil plot involving a rich business tycoon."
1289406,Harry Brown,2009,103,7.2,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.
96256,They Live,1988,93,7.3,A drifter discovers a pair of sunglasses that allow him to wake up to the fact that aliens have taken over the Earth.
1450321,Filth,2013,97,7.1,"A corrupt, junkie cop with Borderline Personality Disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own borderline-fueled inner demons."
365686,Revolver,2005,111,6.5,Gambler Jake Green enters into a game with potentially deadly consequences.
97742,Licence to Kill,1989,133,6.6,"James Bond goes rogue and sets off to unleash vengeance on a drug lord who tortured his best friend, a C.I.A. agent, and left him for dead and murdered his bride after he helped capture him."
1648179,Here Comes the Boom,2012,105,6.5,A high school biology teacher looks to become a successful mixed-martial arts fighter in an effort to raise money to prevent extra-curricular activities from being axed at his cash-strapped school.
71807,The Man with the Golden Gun,1974,125,6.8,James Bond is led to believe that he is targeted by the world's most expensive assassin while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder.
107206,In the Line of Fire,1993,128,7.2,"Secret Service agent Frank Horrigan couldn't save Kennedy, but he's determined not to let a clever assassin take out this president."
118615,Anaconda,1997,89,4.6,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake."
38787,Notorious,1946,101,8.0,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?
1216487,The Girl Who Played with Fire,2009,129,7.2,"As computer hacker Lisbeth and journalist Mikael investigate a sex-trafficking ring, Lisbeth is accused of three murders, causing her to go on the run while Mikael works to clear her name."
126886,Election,1999,103,7.3,"A high school teacher's personal life becomes complicated as he works with students during the school elections, particularly with an obsessive overachiever determined to become student body president."
1532503,Beginners,2010,105,7.2,"A young man is rocked by two announcements from his elderly father: that he has terminal cancer, and that he has a young male lover."
2674426,Me Before You,2016,110,7.5,A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.
1623288,ParaNorman,2012,92,7.0,"A misunderstood boy takes on ghosts, zombies and grown-ups to save his town from a centuries-old curse."
390384,Primer,2004,77,7.0,"Four friends/fledgling entrepreneurs, knowing that there's something bigger and more innovative than the different error-checking devices they've built, wrestle over their new invention."
119229,Grosse Pointe Blank,1997,107,7.4,"Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time."
52311,Touch of Evil,1958,95,8.1,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town."
1034331,Righteous Kill,2008,101,6.0,Two veteran New York City detectives work on a case of serial executions of criminals who escaped justice.
112818,Dead Man Walking,1995,122,7.6,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families."
169102,Lagaan: Once Upon a Time in India,2001,224,8.2,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.
1103153,Killers,2010,100,5.4,"A vacationing woman meets her ideal man, leading to a swift marriage. Back at home, however, their idyllic life is upset when they discover their neighbors could be assassins who have been contracted to kill the couple."
230011,Atlantis: The Lost Empire,2001,95,6.8,A young adventurer named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.
1067106,A Christmas Carol,2009,96,6.8,"An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions."
155267,The Thomas Crown Affair,1999,113,6.8,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective."
181536,Finding Forrester,2000,136,7.3,A young writing prodigy finds a mentor in a reclusive author.
1486192,The Raven,2012,110,6.4,When a madman begins committing horrific murders inspired by
80120,The Warriors,1979,92,7.7,"In 1979, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down to kill them."
346156,Sky Captain and the World of Tomorrow,2004,106,6.1,"After New York City receives a series of attacks from giant flying robots, a reporter teams up with a pilot in search of their origin, as well as the reason for the disappearances of famous scientists around the world."
1135985,Sex Drive,2008,109,6.5,A high school senior drives cross-country with his best friends to hook up with a babe he met online.
499556,War,2007,103,6.3,"An FBI Agent seeks vengeance on a mysterious assassin known as ""Rogue"" who murdered his partner."
97239,Driving Miss Daisy,1989,99,7.4,An old Jewish woman and her African-American chauffeur in the American South have a relationship that grows and improves over the years.
460740,Cashback,2006,102,7.2,"After a painful breakup, Ben develops insomnia. To kill time, he starts working the late night shift at the local supermarket, where his artistic imagination runs wild."
464154,Piranha 3D,2010,88,5.5,"After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents."
117666,Sling Blade,1996,135,8.0,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town."
498399,We Own the Night,2007,117,6.9,A New York nightclub manager tries to save his brother and father from Russian mafia hit men.
1506999,Izdana,2011,93,5.8,A black ops super soldier seeks payback after she is betrayed and set up during a mission.
173840,Final Fantasy: The Spirits Within,2001,106,6.4,A scientist makes a last stand on Earth with the help of a ragtag team of soldiers against an invasion of alien phantoms.
960731,Bedtime Stories,2008,99,6.1,A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.
117318,The People vs. Larry Flynt,1996,129,7.3,A partially idealized film of the controversial pornography publisher and how he became a defender of free speech for all people.
112817,Dead Man,1995,121,7.7,"On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world."
82398,For Your Eyes Only,1981,127,6.8,Agent 007 is assigned to hunt for a lost British encryption device and prevent it from falling into enemy hands.
55614,West Side Story,1961,152,7.6,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy."
133240,Treasure Planet,2002,95,7.1,"A Disney animated version of ""Treasure Island"". The only difference is that the film is set in outer space with alien worlds and other galactic wonders."
86567,WarGames,1983,114,7.1,"A young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting World War III."
385880,Monster House,2006,91,6.6,"Three teens discover that their neighbor's house is really a living, breathing, scary monster."
1549572,Another Earth,2011,92,7.0,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident."
386140,The Legend of Zorro,2005,129,5.9,"Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Alejandro de la Vega (Banderas) -- and his wife, Elena (Zeta-Jones) -- to take action."
104694,A League of Their Own,1992,128,7.2,Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.
1588170,I Saw the Devil,2010,141,7.8,A secret agent exacts revenge on a serial killer through a series of captures and releases.
914863,Unthinkable,2010,97,7.1,A psychological thriller centered around a black-ops interrogator and an FBI agent who press a suspect terrorist into divulging the location of three nuclear weapons set to detonate in the U.S.
408839,The Heartbreak Kid,2007,116,5.8,A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.
267913,Scooby-Doo,2002,86,4.9,"After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on."
377109,The Ring Two,2005,110,5.4,"Six months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness."
114924,While You Were Sleeping,1995,103,6.7,A hopeless romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient.
120780,Out of Sight,1998,123,7.0,A career bank robber breaks out of jail and shares a moment of mutual attraction with a U.S. marshal he has kidnapped.
1655420,My Week with Marilyn,2011,99,7.0,"Colin Clark, an employee of Sir"
1216492,Leap Year,2010,100,6.4,"Anna Brady plans to travel to Dublin, Ireland to propose marriage to her boyfriend Jeremy on Leap Day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it."
270288,Confessions of a Dangerous Mind,2002,113,7.1,"An adaptation of the cult memoir of game show impresario Chuck Barris, in which he purports to have been a CIA hitman."
83929,Fast Times at Ridgemont High,1982,90,7.2,"A group of Southern California high school students are enjoying their most important subjects: sex, drugs and rock n' roll."
1258197,Exam,2009,101,6.9,"The final eight candidates for a highly desirable corporate job are locked together in an exam room and given a test with one question. It seems simple yet confusing that soon, tensions begin to unravel."
85995,National Lampoon's Vacation,1983,98,7.4,The Griswold family's cross-country drive to the Walley World theme park proves to be much more arduous than they ever anticipated.
32455,Fantasia,1940,125,7.8,A collection of animated interpretations of great works of Western classical music.
2224026,Home,2015,94,6.7,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference."
285742,Monster's Ball,2001,111,7.1,"After a family tragedy, a racist prison guard reexamines his attitudes while falling in love with the African American wife of the last prisoner he executed."
405508,Rang De Basanti,2006,157,8.4,"The story of six young Indians who assist an English Woman to film a documentary on the extremist freedom fighters from their past, and the events that lead them to relive the long forgotten saga of freedom."
1781769,Anna Karenina,2012,129,6.6,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky."
357277,Elektra,2005,97,4.8,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins."
2267968,Kung Fu Panda 3,2016,95,7.2,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home."
1386932,Ip Man 2,2010,108,7.6,Centering on Ip Man's migration to Hong Kong in 1949 as he attempts to propagate his discipline of Wing Chun martial arts.
401445,A Good Year,2006,117,6.9,"A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold."
1188996,Ime mi je Khan,2010,165,8.0,"An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President seriously, and embarks on a cross-country journey."
328880,Medvedja brata,2003,85,6.8,"When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back."
402399,The New World,2005,135,6.7,"The story of the English exploration of Virginia, and of the changing world and loves of Pocahontas."
468489,Half Nelson,2006,106,7.2,An inner-city junior high school teacher with a drug habit forms an unlikely friendship with one of his students after she discovers his secret.
1232200,That's My Boy,2012,116,5.6,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding."
363589,Elephant,2003,81,7.2,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.
1667353,Mirror Mirror,2012,106,5.6,An evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.
53198,The 400 Blows,1959,99,8.1,"Moving story of a young boy who, left without attention, delves into a life of petty crime."
1924396,The Best Offer,2013,131,7.8,"In the world of high-end art auctions and antiques, Virgil Oldman is an elderly and esteemed but eccentric genius art-expert, known and appreciated by the world. Oldman is hired by a ..."
1602620,Amour,2012,127,7.9,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested."
3416742,Kaj počnemo v mraku,2014,86,7.6,"A documentary team films the lives of a group of vampires for a few months. The vampires share a house in Wellington, New Zealand. Turns out vampires have their own domestic problems too."
93389,The Last Emperor,1987,163,7.8,The story of the final Emperor of China.
808417,Persepolis,2007,96,8.0,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
74486,Eraserhead,1977,89,7.4,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child."
2125435,Beasts of the Southern Wild,2012,93,7.3,"Faced with both her hot-tempered father's fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love."
230838,Sweet November,2001,119,6.7,"The story centers around a man and a woman, whose fates are intertwined and will change forever. Nelson is an avid advertiser living in San Francisco. One day, during a driving test, he ..."
1456635,Goon,2011,92,6.8,"Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way."
204946,Bring It On,2000,98,5.9,A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.
382077,Hide and Seek,2005,101,5.9,"As a widower tries to piece together his life in the wake of his wife's suicide, his daughter finds solace -- at first -- in her imaginary friend."
1638002,"Love, Rosie",2014,102,7.2,"Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another...or could they? When it comes to love, life and making the right choices, these two are their own worst enemies."
370032,Ultraviolet,2006,88,4.4,"A beautiful hemophage infected with a virus that gives her superhuman powers has to protect a boy in a futuristic world, who is thought to be carrying antigens that would destroy all hemophages."
498353,Hostel: Part II,2007,94,5.4,"Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it."
165798,Ghost Dog: The Way of the Samurai,1999,116,7.5,An African American mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.
2277860,Finding Dory,2016,97,7.7,"The friendly but forgetful blue tang fish begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way."
106611,Cool Runnings,1993,98,6.9,"When a Jamaican sprinter is disqualified to the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team."
100758,Teenage Mutant Ninja Turtles,1990,93,6.7,Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.
137363,Arlington Road,1999,117,7.2,A man begins to suspect his neighbors are not what they appear to be and their secrets could be deadly.
1230414,It's Complicated,2009,120,6.6,"When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried."
808279,Funny Games,2007,111,6.5,Two psychopathic young men take a family hostage in their cabin.
109444,Clear and Present Danger,1994,141,6.9,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.
79574,Moonraker,1979,126,6.3,James Bond investigates the mid-air theft of a space shuttle and discovers a plot to commit global genocide.
2172934,3 Days to Kill,2014,117,6.2,A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.
118887,Cop Land,1997,104,6.9,The sheriff of a suburban New Jersey community populated by New York City policemen slowly discovers the town is a front for mob connections and corruption.
93428,The Living Daylights,1987,130,6.7,James Bond is living on the edge to stop an evil arms dealer from starting another world war. Bond crosses all seven continents in order to stop the evil Whitaker and General Koskov.
185125,All About My Mother,1999,101,7.9,"Young Esteban wants to become a writer and also to discover the identity of his father, carefully concealed by his mother Manuela."
289848,Analyze That,2002,96,5.9,"Mobster Paul Vitti is released into Dr. Ben Sobol's care, where only more chaos ensues."
114214,Hitri in mrtvi,1995,107,6.4,Lady avenger returns to western town owned by a ruthless gunslinger hosting an elimination tournament.
468492,The Host,2006,120,7.0,A monster emerges from Seoul's Han River and focuses its attention on attacking people. One victim's loving family does what it can to rescue her from its clutches.
416236,The Spiderwick Chronicles,2008,96,6.6,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures."
1164999,Cudovito,2010,148,7.5,"This is the story of Uxbal, a man living in this world, but able to see his death, which guides his every move."
1675192,Take Shelter,2011,120,7.4,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself."
79944,Stalker,1979,163,8.1,A guide leads two men through an area known as the Zone to find a room that grants wishes.
284837,Ali G Indahouse,2002,85,6.2,"Ali G unwittingly becomes a pawn in the evil Chancellor's plot to overthrow the Prime Minister of Great Britain. However, instead of bringing the Prime Minister down, Ali is embraced by the..."
384680,The Weather Man,2005,102,6.6,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive."
99700,Gremlins 2: The New Batch,1990,106,6.3,"The Gremlins are back, and this time, they've taken total control over the building of a media mogul."
327437,Around the World in 80 Days,2004,120,5.8,"A bet pits a British inventor, a Chinese thief, and a French artist on a worldwide adventure that they can circle the globe in 80 days."
105698,Universal Soldier,1992,102,6.0,"Private Luc Deveraux and his sadistic sergeant, Andrew Scott, got killed in Vietnam. The army uses their bodies for a secret project - reanimating dead soldiers as deadly obedient cyborgs. However, their memories come back too."
90264,A View to a Kill,1985,131,6.3,An investigation of a horse-racing scam leads 007 to a mad industrialist who plans to create a worldwide microchip monopoly by destroying California's Silicon Valley.
3567288,The Visit,2015,94,6.2,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.
252076,Maid in Manhattan,2002,105,5.1,"A senatorial candidate falls for a hotel maid, thinking she is a socialite when he sees her trying on a wealthy woman's dress."
15864,The Gold Rush,1925,95,8.2,A prospector goes to the Klondike in search of gold and finds it and more.
13442,Nosferatu,1922,81,8.0,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.
12349,The Kid,1921,68,8.3,"The Tramp cares for an abandoned child, but events put that relationship in jeopardy."
116365,The Frighteners,1996,110,7.1,"After a tragic car accident that kills his wife, a man discovers he can communicate with the dead to con people. However, when a demonic spirit appears, he may be the only one who can stop it from killing the living and the dead."
353969,Memories of Murder,2003,132,8.1,"In 1986, in the province of Gyunggi, in South Korea, a second young and beautiful woman is found dead, raped and tied and gagged with her underwear. Detective Park Doo-Man and Detective Cho..."
463034,"You, Me and Dupree",2006,110,5.6,"A best man (Wilson) stays on as a houseguest with the newlyweds, much to the couple's annoyance."
1297919,Blitz,2011,97,6.2,A tough cop is dispatched to take down a serial killer who has been targeting police officers.
116705,Jingle All the Way,1996,89,5.5,"A father vows to get his son a Turbo Man action figure for Christmas, however, every store is sold out of them, and he must travel all over town and compete with everybody else in order to find one."
1477076,Saw 3D: The Final Chapter,2010,90,5.6,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror."
328538,Thirteen,2003,100,6.8,"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend."
1859650,To Rome with Love,2012,112,6.3,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into."
2692250,Night at the Museum: Secret of the Tomb,2014,98,6.2,"Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever."
56193,Lolita,1962,152,7.6,A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.
1322269,August: Osage County,2013,121,7.3,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them."
101761,The Doors,1991,140,7.2,"The story of the famous and influential 1960s rock band and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971."
406375,Zathura: A Space Adventure,2005,101,6.1,Two young brothers are drawn into an intergalactic adventure when their house is hurled through the depths of space by the magical board game they are playing.
151738,Never Been Kissed,1999,107,6.0,A newspaper reporter enrolls in high school as part of research for a story.
844708,The Last House on the Left,2009,110,6.6,"After kidnapping and brutally assaulting two young women, a gang unknowingly finds refuge at a vacation home belonging to the parents of one of the victims: a mother and father who devise an increasingly gruesome series of revenge tactics."
1559547,Beautiful Creatures,2013,124,6.2,"Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town."
1524930,Vacation,2015,99,6.1,"Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons."
419887,The Kite Runner,2007,128,7.6,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble."
1263670,Crazy Heart,2009,112,7.3,A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.
70379,Mean Streets,1973,112,7.4,"A small-time hood struggles with a moral crisis regarding his friends, family, business, and his conflicting religious beliefs."
918940,The Legend of Tarzan,2016,110,6.4,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment."
274812,Secretary,2002,104,7.1,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one."
1023481,Step Up 2: The Streets,2008,98,6.2,Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.
456554,Grandma's Boy,2006,94,7.0,A 35 year old video game tester has to move in with his grandma and her two old lady roommates.
317648,Hidalgo,2004,136,6.7,"In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race."
2132285,The Bling Ring,2013,90,5.6,"Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes."
1397514,Journey 2: The Mysterious Island,2012,94,5.8,"Sean Anderson partners with his mom's husband on a mission to find his grandfather, who is thought to be missing on a mythical island."
821640,Ghosts of Girlfriends Past,2009,100,5.7,"While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends."
86979,Blood Simple.,1984,99,7.7,"A rich but jealous man hires a private investigator to kill his cheating wife and her new man. But, when blood is involved, nothing is simple."
120885,Wag the Dog,1997,97,7.1,"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a presidential sex scandal."
469641,World Trade Center,2006,129,6.0,Two Port Authority police officers become trapped under the rubble of the World Trade Center.
475290,"Hail, Caesar!",2016,106,6.4,A Hollywood fixer in the 1950s works to keep the studio's stars in line.
307479,Solaris,2002,99,6.2,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.
1396218,Mr. Popper's Penguins,2011,94,6.0,"The life of a businessman begins to change after he inherits six penguins, and as he transforms his apartment into a winter wonderland, his professional side starts to unravel."
455967,John Tucker Must Die,2006,89,5.8,Three ex-girlfriends of a serial cheater set up their former lover to fall for the new girl in town so they can watch him get his heart broken.
396555,Meet the Robinsons,2007,95,6.9,"Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate."
160862,She's All That,1999,95,5.8,A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.
107144,Hot Shots! Part Deux,1993,86,6.6,"""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams."
457513,Scoop,2006,96,6.7,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls."
58385,My Fair Lady,1964,170,7.9,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.
90329,Witness,1985,112,7.4,A young Amish boy is sole witness to a murder; policeman John Book goes into hiding in Amish country to protect him until the trial.
208003,Big Momma's House,2000,99,5.1,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother."
839980,Semi-Pro,2008,91,5.8,"Jackie Moon, the owner-coach-player of the American Basketball Association's Flint Michigan Tropics, rallies his teammates to make their NBA dreams come true"
1555149,Elite Squad: The Enemy Within,2010,115,8.1,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups."
54047,The Magnificent Seven,1960,128,7.8,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.
472181,The Smurfs,2011,103,5.5,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City."
395699,Misija: Cucelj,2005,95,5.5,Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house.
1979388,The Good Dinosaur,2015,93,6.8,"In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend."
453562,42,2013,128,7.5,The story of
1598822,New Year's Eve,2011,113,5.7,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.
1440292,Submarine,2010,97,7.3,"15-year-old Oliver Tate has two objectives: To lose his virginity before his next birthday, and to extinguish the flame between his mother and an ex-lover who has resurfaced in her life."
98258,Say Anything...,1989,100,7.4,A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.
455760,Dead Silence,2007,89,6.2,"A young widower returns to his hometown to search for answers to his wife's murder, which may be linked to the ghost of a murdered ventriloquist."
213847,Malèna,2000,109,7.5,A woman provokes sensual awakenings in a group of adolescent boys.
377818,The Dukes of Hazzard,2005,104,5.1,"Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane."
101700,Delicatessen,1991,99,7.7,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
1418377,"I, Frankenstein",2014,92,5.2,"Frankenstein's creature finds himself caught in an all-out, centuries old war between two immortal clans."
154506,Following,1998,69,7.6,A young writer who follows strangers for material meets a thief who takes him under his wing.
154420,The Celebration,1998,105,8.1,"At Helge's 60th birthday party, some unpleasant family truths are revealed."
450188,La Vie en Rose,2007,140,7.6,The life story of singer
1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,97,7.0,"When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace."
95647,Mississippi Burning,1988,128,7.8,Two FBI agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
398712,Assault on Precinct 13,2005,109,6.3,"A police sergeant must rally the cops and prisoners together to protect themselves on New Year's Eve, just as corrupt policeman surround the station with the intent of killing all to keep their deception in the ranks."
1117385,Felon,2008,104,7.5,A family man convicted of killing an intruder must cope with life afterward in the violent penal system.
383216,The Pink Panther,2006,93,5.6,Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.
371246,Spanglish,2004,131,6.5,"A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife."
457510,Nacho Libre,2006,92,5.7,"Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler)."
