id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,opis
2250912,Spider-Man: vrnitev domov,133,2017,7.5,73,362106,334201140,"Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City."
2265171,Serbuan maut 2: Berandal,150,2014,8.0,71,100092,2625803,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force."
2267968,Kung Fu Panda 3,95,2016,7.1,66,107385,143528619,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home."
2267998,Ni je več,149,2014,8.1,79,722619,167767189,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
2277860,Iskanje pozabljive Dory,97,2016,7.3,77,199751,486295561,"The friendly but forgetful blue tang fish, Dory, begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way."
2278388,Grand Budapest hotel,99,2014,8.1,88,603572,59100318,"The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend."
2278871,Adelino zivljenje,180,2013,7.8,88,118186,2199675,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss."
2283362,Jumanji: Dobrodosli v dzungli,119,2017,7.0,58,208347,404515480,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game."
2293640,Minioni,91,2015,6.4,56,183508,336045770,"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world."
2294449,22 Jump Street: Mladenica na faksu,112,2014,7.0,71,307517,191719337,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college."
2294629,Ledeno kraljestvo,102,2013,7.5,74,494233,400738009,"When the newly-crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition."
2302755,Olympus Has Fallen,119,2013,6.5,41,228789,98925640,"Disgraced Secret Service agent (and former presidential guard) Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers."
2304933,The 5th Wave,112,2016,5.2,33,86425,34912982,"Four waves of increasingly deadly alien attacks have left most of Earth decimated. Cassie is on the run, desperately trying to save her younger brother."
2305051,Divja,115,2014,7.1,76,106308,37880356,A chronicle of one woman's one thousand one hundred mile solo hike undertaken as a way to recover from a recent personal tragedy.
2310332,Hobit: Bitka petih vojska,144,2014,7.4,59,421949,255119788,Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.
2312718,Sovraznik pred vrati,100,2013,6.5,40,95504,19783777,"A former DEA agent moves his family to a quiet town, where he soon tangles with a local meth druglord."
2316204,Osmi potnik: Zaveza,122,2017,6.4,65,210338,74262031,"The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape."
2316411,Enemy,91,2013,6.9,61,134533,1007088,A man seeks out his exact look-alike after spotting him in a movie.
2321549,The Babadook,93,2014,6.8,86,159841,924279,"A widowed mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her."
2322441,Petdeset odtenkov sive,125,2015,4.1,46,268711,166167230,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey."
2333784,The Expendables 3,126,2014,6.1,35,150478,39322544,"Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates."
2334649,Fruitvale Station,85,2013,7.5,85,65816,16097842,"The story of Oscar Grant III, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008."
2334873,Blue Jasmine,98,2013,7.3,78,174343,33405481,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love..."
2334879,Napad na Belo hiso,131,2013,6.4,52,185922,73103784,"While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders."
2338151,PK,153,2014,8.2,,128065,10616104,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.
2345759,Mumija,110,2017,5.5,34,142002,80101125,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension."
2357129,Jobs,128,2013,5.9,44,86725,16117443,The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century.
2357291,Rio 2,101,2014,6.3,49,69002,131538435,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets his father-in-law."
2358891,La grande bellezza,141,2013,7.8,86,69065,2852400,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty."
2361509,Pripravnik,121,2015,7.1,51,182613,75764672,"Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin."
2369135,Zelja po hitrosti,132,2014,6.5,39,151399,43577636,"Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins."
2370248,Short Term 12,96,2013,8.0,82,69512,1010414,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.
2377322,Deliver Us from Evil,118,2014,6.2,40,62084,30577122,"New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city."
2379713,Spectre,148,2015,6.8,60,339687,200074175,"A cryptic message from 007 past sends him pitted against a mysterious terrorist organization called Spectre, and learns of its involvement in previous events of his most dangerous missions."
2380307,Koko in velika skrivnost,105,2017,8.4,81,222901,209726015,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer."
2381111,Brooklyn,117,2015,7.5,87,111038,38317535,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within."
2381249,Misija: Nemogoce - Odpadniska nacija,131,2015,7.4,75,294632,195042377,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF."
2381941,Zarisce,105,2015,6.6,56,184585,53862963,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop."
2381991,Lovec: zimska vojna,114,2016,6.1,35,82137,48390190,"Eric and fellow warrior Sara, raised as members of ice Queen Freya's army, try to conceal their forbidden love as they fight to survive the wicked intentions of both Freya and her sister Ravenna."
2382009,Nymphomaniac: Vol. II,124,2013,6.7,60,74495,326983,"The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care."
2387433,Dark Skies,97,2013,6.3,50,64454,17411930,"As the Barrett family's peaceful suburban life is rocked by an escalating series of disturbing events, they come to learn that a terrifying and deadly force is after them, one which may have arrived from beyond the stars."
2387559,Dostavljalec,105,2013,6.4,44,68706,30664106,An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.
2388715,Oculus,104,2013,6.5,61,102434,27695246,"A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon."
2395427,Maščevalci: Ultronova doba,141,2015,7.4,66,607518,459005868,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan."
2397535,Predestination,97,2014,7.5,69,215213,68372,"For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos."
2402927,Carol,118,2015,7.2,95,93885,12711491,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.
2404233,Gods of Egypt,127,2016,5.4,25,89885,31153464,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict."
2404311,Malavita,111,2013,6.3,42,99734,36918811,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the Witness Protection Program, where fitting in soon becomes challenging, as their old habits die hard."
2404435,Sedem veličastnih,132,2016,6.9,54,159108,93432655,Seven gunmen in the old west gradually come together to help a poor village against savage thieves.
2404463,Drzni par,117,2013,6.6,60,149429,159582188,An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.
2406566,Atomska blondinka,115,2017,6.7,63,135870,51573925,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.
2431286,Philomena,98,2013,7.6,77,86447,37707719,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
2436386,Project Almanac,106,2015,6.4,47,69363,22331028,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control."
2446042,Ugrabljena 3,108,2014,6.0,26,158641,89256424,"Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name."
2446980,Joy,124,2015,6.6,56,112572,56451232,"Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty."
2488496,Vojna zvezd: Sila se prebuja,136,2015,8.0,81,755652,936662225,"Three decades after the Empire's defeat, a new threat arises in the militant First Order. Stormtrooper defector Finn and the scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker."
2494362,Bone Tomahawk,132,2015,7.1,72,62668,,"In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers."
2503944,Kuhar na robu,101,2015,6.6,42,90601,13650738,"Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars."
2510894,Hotel Transilvanija 2,89,2015,6.7,44,85122,169700110,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel."
2527336,Vojna zvezd: poslednji jedi,152,2017,7.2,85,419166,620181382,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order."
2543164,Prihod,116,2016,7.9,81,472804,100546139,A linguist is recruited by the military to communicate with alien lifeforms after twelve mysterious spacecrafts land around the world.
2543472,Cudo,113,2017,8.0,66,90018,132422809,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time."
2548396,The Cloverfield Paradox,102,2018,5.6,37,72609,,"Orbiting a planet on the brink of war, scientists test a device to solve an energy crisis, and end up face-to-face with a dark alternate reality."
2554274,Skrlatni vrh,119,2015,6.5,66,114433,31056945,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers."
2557478,Pacific Rim: Uprising,111,2018,5.7,44,72623,59185715,"Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat."
2557490,Kako ne umreti na Zahodu,116,2014,6.1,44,155636,43139300,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival."
2561572,Get Hard,100,2015,6.0,34,106352,90411453,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars."
2562232,Birdman ali Nepricakovana odlika nevednosti,119,2014,7.7,88,493427,42340598,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production."
2567026,Alica izza ogledala,113,2016,6.2,34,73657,77042381,Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.
2582496,Me and Earl and the Dying Girl,105,2015,7.8,74,107777,6743776,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer."
2582782,Za vsako ceno,102,2016,7.6,88,161143,26862450,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.
2582802,Ritem norosti,107,2014,8.5,88,572842,13092000,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
2582846,The Fault in Our Stars,126,2014,7.8,69,301303,124872350,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.
2592614,Nevidno zlo: zadnje poglavje,107,2016,5.6,49,69528,26830068,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse."
2631186,Bahubali: The Beginning,159,2015,8.2,,88756,6738000,"In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people."
2637276,Ted 2,115,2015,6.3,48,156947,81476385,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."
2649554,Midnight Special,112,2016,6.6,76,65553,3707794,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers."
2660888,Zvezdne steze: onkraj,122,2016,7.1,68,200470,158848340,"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test."
2671706,Fences,139,2016,7.2,79,79291,57642961,"A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life."
2674426,Ob tebi,106,2016,7.4,51,154657,56245075,A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.
2679042,Hitman: agent 47,96,2015,5.7,28,77991,22467450,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.
2692250,Night at the Museum: Secret of the Tomb,98,2014,6.2,47,86315,113746621,"Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever."
2692904,Locke,85,2013,7.1,81,114735,1361423,"Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence."
2704998,Družabni večer,100,2018,7.0,66,119849,69001013,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.
2709768,Skrivno življenje hišnih ljubljenčkov,87,2016,6.5,61,150954,368384330,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes."
2713180,Bes,134,2014,7.6,64,365698,85817906,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945."
2719848,Everest,121,2015,7.1,64,174259,43482270,"The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest."
2726560,Najdaljsa pot,123,2015,7.1,33,67049,37432299,"The lives of a young couple intertwine with a much older man, as he reflects back on a past love."
2763304,T2 trainspotting,117,2017,7.2,67,86691,2402004,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie."
2771200,Lepotica in zver,129,2017,7.2,65,217966,504014165,"A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner."
2788710,Ubijalski intervju,112,2014,6.6,52,278466,6105175,"Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to assassinate him."
2798920,Annihilation,115,2018,6.9,79,174685,32732301,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply."
2802144,Kingsman: tajna služba,129,2014,7.7,60,520298,128261724,"A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius."
2820852,Hitri in drzni 7,137,2015,7.2,67,325453,353007020,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.
2823054,Kako najti zmenek za poroko,98,2016,6.0,51,70558,46007113,"Two hard-partying brothers place an online ad to find the perfect dates for their sister's Hawaiian wedding. Hoping for a wild getaway, the boys instead find themselves out-hustled by an uncontrollable duo."
2848292,Prava nota 2,115,2015,6.4,63,124602,184296230,"After a humiliating commando performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform."
2866360,Coherence,89,2013,7.2,65,83135,68877,Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.
2870612,"As Above, So Below",93,2014,6.2,38,62923,21197315,"When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead."
2872718,Nightcrawler,117,2014,7.9,76,382030,32381218,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story."
2872732,Lucy,89,2014,6.4,61,386876,126663600,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic."
2873282,Rdeči vrabec,140,2018,6.6,53,107236,46874505,"Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations."
2883512,Sef,114,2014,7.3,68,167331,30640336,"A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family."
2884206,I Origins,106,2014,7.4,57,99783,334658,A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.
2908446,Neupogljivi,119,2015,6.2,42,191367,130179072,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.
2911666,John Wick,101,2014,7.3,68,401068,43037835,An ex-hitman comes out of retirement to track down the gangsters that killed his dog and took everything from him.
2948356,Zootropolis,108,2016,8.0,78,356750,341268248,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
2975578,Ociscenje: Anarhija,103,2014,6.5,50,120896,71962800,"Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs."
2975590,Batman proti Supermanu: zora pravice,151,2016,6.6,44,548110,330360194,"Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs."
2980516,Teorija vsega,123,2014,7.7,72,340384,35893537,A look at the relationship between the famous physicist Stephen Hawking and his wife.
2980592,Gost,100,2014,6.7,76,79326,322600,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence."
2980648,Popotovanje tisocerih okusov,122,2014,7.3,55,66087,54240821,The Kadam family leaves India for France where they open a restaurant directly across the road from Madame Mallory's Michelin-starred eatery.
3007512,The Water Diviner,111,2014,7.1,50,64708,4190530,An Australian man travels to Turkey after the Battle of Gallipoli to try and locate his three missing sons.
3011894,Relatos salvajes,122,2014,8.1,77,140519,3107072,Six short stories that explore the extremities of human behavior involving people in distress.
3040964,Knjiga o dzungli,106,2016,7.4,77,230518,364001123,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo."
3062096,Inferno,121,2016,6.2,42,129268,34343574,"When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks, and together they must race across Europe against the clock to foil a deadly global plot."
3063516,Nesramni dedi,92,2013,6.5,54,84232,102003019,"86-year-old Irving Zisman takes a trip from Nebraska to North Carolina to take his 8 year-old grandson, Billy, back to his real father."
3065204,The Conjuring 2,134,2016,7.4,65,177892,102470008,Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit.
3072482,Hardcore Henry,96,2015,6.7,51,73484,9244565,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers."
3076658,Creed: rojstvo legende,133,2015,7.6,82,202370,109767581,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
3079380,Vohunka,119,2015,7.0,75,207158,110825712,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster."
3110958,Mojstri iluzij 2,129,2016,6.5,46,199062,65075540,"The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet."
3152624,Razuzdanka,125,2015,6.2,75,117970,110212700,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy."
3170832,Soba,118,2015,8.2,86,289124,14677654,"Held captive for years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time."
3183660,Magične živali,133,2016,7.4,66,318122,234037575,The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.
3195644,Insidious: Chapter 3,97,2015,6.1,52,77569,52218558,A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.
3203606,Trumbo,124,2015,7.5,60,66241,7857741,"In 1947, Dalton Trumbo was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs."
3235888,Zlo za petami,100,2014,6.9,83,169929,14673301,A young woman is followed by an unknown supernatural force after a sexual encounter.
3263904,Čudež na reki Hudson,96,2016,7.5,74,186055,125070033,"The story of Chesley Sullenberger, an American pilot who became a hero after landing his damaged plane on the Hudson River in order to save the flight's passengers and crew."
3289956,The Autopsy of Jane Doe,86,2016,6.8,65,65510,,"A father and son, both coroners, are pulled into a complex mystery while attempting to identify the body of a young woman, who was apparently harboring dark secrets."
3300542,London je padel,99,2016,5.9,28,118266,62678608,"In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders."
3315342,Logan: Wolverine,137,2017,8.1,77,512587,226277068,"In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces."
3316948,American Ultra,96,2015,6.1,50,73395,14434604,A stoner - who is in fact a government agent - is marked as a liability and targeted for extermination. But he's too well-trained and too high for them to handle.
3316960,Se vedno Alice,101,2014,7.5,72,111930,18754371,A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimer's Disease.
3322364,Pot zmagovalca,123,2015,7.1,55,73765,34531832,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play."
3322940,Annabelle,99,2014,5.4,37,113306,84273813,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.
3371366,Transformers: The Last Knight,154,2017,5.2,27,106857,130168683,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth."
3381008,Grimsby,83,2016,6.2,44,77679,6864016,A new assignment forces a top spy to team up with his football hooligan brother.
3385516,Mozje X: apokalipsa,144,2016,7.0,52,331624,155442489,"After the re-emergence of the world's first mutant, the world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan."
3393786,Jack Reacher: nikoli se ne vrni,118,2016,6.1,47,112035,58697076,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever."
3397884,Sicario: onkraj zakona,121,2015,7.6,82,307295,46889293,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
3402236,Umor na Orient ekspresu,114,2017,6.5,52,158478,102826543,"When a murder occurs on the train he's travelling on, celebrated detective Hercule Poirot is recruited to solve the case."
3410834,Allegiant,120,2016,5.7,33,88423,66184051,"After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago, to finally discover the shocking truth of the world around them."
3416532,A Monster Calls,108,2016,7.5,76,65123,3730982,A boy seeks the help of a tree monster to cope with his single mother's terminal illness.
3416742,Kaj počnemo v mraku,86,2014,7.6,76,112945,3333000,"Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts."
3450958,Vojna za Planet opic,140,2017,7.5,82,185501,146880162,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind."
3460252,Podlih osem,187,2015,7.8,68,405410,54117416,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
3464902,Jastog,119,2015,7.1,82,160344,8699235,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods."
3469046,"Jaz, baraba 3",89,2017,6.3,49,80935,264624300,"Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist."
3470600,Zapoj,108,2016,7.1,59,104220,270395425,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists' find that their lives will never be the same."
3488710,Pot do slave,123,2015,7.3,70,105222,10137502,"In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers."
3498820,Stotnik Amerika: državljanska vojna,147,2016,7.8,75,525977,408084349,Political involvement in the Avengers' activities causes a rift between Captain America and Iron Man.
3501632,Thor: Ragnarok,130,2017,7.9,74,392417,315058289,"Thor is imprisoned on the planet Sakaar, and must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela."
3521126,The Disaster Artist,104,2017,7.5,76,96266,21120616,"When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true."
3521164,Vaiana: iskanje bajeslovnega otoka,107,2016,7.6,81,203973,248757044,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
3522806,Ledeni morilec: vrnitev,98,2016,5.7,38,62665,21203260,"Bishop thought he had put his murderous past behind him, until his most formidable foe kidnaps the love of his life. Now he is forced to complete three impossible assassinations, and do what he does best: make them look like accidents."
3531824,Si upaš?,96,2016,6.6,58,96291,38562379,"A high school senior finds herself immersed in an online game of truth or dare, where her every move starts to become manipulated by an anonymous community of ""watchers."""
3532216,Barry Seal: tihotapec,115,2017,7.2,65,116594,51342000,"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair."
3544112,Sing Street,106,2016,8.0,79,69721,3233839,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
3553976,Kapitan Fantastični,118,2016,7.9,72,146818,5875006,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent."
